"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"0026236b-e355-4b7b-a1c7-e7687688657a","c8637e1c-2e49-4f55-be21-99ee091389fd",NA,"orobanchaceae","castilleja","castilleja exserta subsp. exserta","united states","arizona",NA,NA,"1909-03-25","1909","3","25","blanch mcavoy","f0174bc9-0cca-450e-a941-655d80040139"
"0026262b-b64c-4376-8ad0-d0679af005d1","https://specieslink.net/guid/155/21241","21241","orobanchaceae","agalinis","agalinis hispidula","brasil","pernambuco",NA,NA,"1997-09-07","1997","09","07","pessoa felix, lp; guerra, m; vanzela, a","28a8561d-4699-4c90-823b-686d6207d675"
"00262c99-0af9-4120-b72f-8111ed12130b","19f3625c-17d0-47ec-86bd-dde7b93830b5",NA,"orobanchaceae","castilleja","castilleja","mexico","nuevo leon",-100.562528,24.970081,"1983-09-28","1983","9","28","kelly steele","40250f4d-7aa6-4fcc-ac38-2868fa4846bd"
"00263289-b01a-4edb-822f-5b96730b43b9","https://data.biodiversitydata.nl/naturalis/specimen/l.2810112","l.2810112","orobanchaceae","odontites","odontites vulgaris","france",NA,NA,NA,"1878-08-30",NA,NA,NA,"tillet p","fabcdc12-9d29-4bd2-912b-176e71818144"
"00263dda-c812-4991-a498-adc24768b4e0","fbee7cd1-0a86-4326-b567-884bb2a93766","31952","orobanchaceae","orthocarpus","orthocarpus tolmiei","united states","utah",NA,NA,"1989-07-17","1989","7","17","thorne k; chatterly m","ecb2a2f4-4c66-4bcf-ac7c-f112e8276447"
"00264257-cf1b-466f-bae6-51e21a74ea5f","https://data.biodiversitydata.nl/naturalis/specimen/l.3387243","l.3387243","orobanchaceae","odontites","odontites vernus","netherlands",NA,5.848713,50.846373,"1952-06-13",NA,NA,NA,"nederlandse flora excursie","fabcdc12-9d29-4bd2-912b-176e71818144"
"002642a7-637f-46e3-bda6-aa22b6463162","69909f02-af18-47b7-bdfa-14b21f255a5e","3255425","orobanchaceae","castilleja","castilleja applegatei var. pinetorum","united states","california",NA,NA,"1878-06",NA,NA,NA,"r. m. austin","36d35b23-113e-4633-90ec-19d265a3b5f6"
"00264333-4dce-4aae-b2b5-752050cb663c","ld:general:2278880","2278880","orobanchaceae","euphrasia","euphrasia officinalis subsp. pratensis","sweden","skåne",13.90106,55.5264,NA,"1956","08","29","arne holmquist","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"00267681-b76b-4fdc-807f-17b5aa1962d9","b7041830393d175b34de33dbe1bdaa98","52","orobanchaceae","conopholis","conopholis americana","mexico","chiapas",-92.5833,16.72,"1981-04-01","1981","4","1","j. garcía","53aa69a7-bd66-468b-8ffa-ec6cb06d7d8d"
"00269246-f987-4e57-9142-784389a8f8bb","urn:catalog:o:v:842072","842072","orobanchaceae","euphrasia","euphrasia stricta var. brevipila","norway","vestland",NA,NA,NA,"1912","7","8","f. jebe","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"0026b58b-4184-45be-950b-c744a5f44b90","http://n2t.net/ark:/65665/37493c5ea-2e0f-4846-a053-737c8ade7b6c","us 562743","orobanchaceae","castilleja","castilleja integra","united states","new mexico",NA,NA,"1909-07-24","1909","7","24","g. l. fisher","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"0026d5db-9a80-453b-95d8-9725a0246cf1","https://specieslink.net/guid/229/41975","41975","orobanchaceae","buchnera","buchnera lavandulacea","brasil","minas gerais",NA,NA,"2003-03-13","2003","03","13","f.m. ferreira","5f513dff-ccd8-4578-ad0b-5e6cf035e4d1"
"0026e224-c726-4c07-b185-89527f94faea","urn:uuid:2c07f8b9-f660-4ed4-90fc-342b043da7f4","yu.060644","orobanchaceae","pedicularis","pedicularis canadensis","united states","connecticut",-73.4258,41.9861,"1915-05-20","1915","5","20","albert f. hill","1527b668-b797-42be-94d3-0058e1393e94"
"002745f0-ad83-405a-b0cc-202677f79d90","c3bf0db2-2731-421e-919e-4ffe7a567b71","uvmvt094354","orobanchaceae","rhinanthus","rhinanthus minor subsp. minor","united states","maine",-68.87856,47.14269,"1878-07-20","1878","7","20",NA,"ba54ba45-caac-4708-a389-ac94642976f8"
"00274bd3-46b0-4678-9454-087427d7bc4d","34b9ab8e-fb56-4cb9-88c1-be42d3328f79","bm001114222","orobanchaceae","pedicularis","pedicularis nodosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3c9420c9-c4a8-47dc-88b7-b5638ca5e716"
"00275031-dc2b-4633-b229-97bc48ae9668","s:vascularplants:s-og-13642","s-og-13642","orobanchaceae","bartsia","bartsia alpina","sweden","östergötland",NA,NA,"1882-06","1882","06",NA,"julin, s.","fc014977-92f7-47fd-92d7-b609c39d8212"
"0027724b-8e24-44f2-bd05-9bbceea4f46b","http://n2t.net/ark:/65665/3f01d3999-2653-4709-a7ec-aefc61df8c86","us 1132800","orobanchaceae","neobartsia","euphrasia stricta","czechia",NA,NA,NA,NA,NA,NA,NA,"a. oborny","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"0027abe9-d28a-4eef-ae24-816efc4b6cac","urn:catalog:o:v:2254093","2254093","orobanchaceae","pedicularis","pedicularis sylvatica","france",NA,NA,NA,NA,"1854","5","14","e. de vicq","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"0027b236-6a09-44d3-a940-e3d9b06e0ac7","3cdaa70c-3b45-407d-a8f5-ca7279eb8bb6","barcode-02078754","orobanchaceae","rhinanthus","rhinanthus minor subsp. groenlandicus","canada","quebec province",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"0027d0ba-469c-4e19-885d-af9f0d3a02b5","e9f397a7-c626-4977-be02-cba599f0ba00","barcode-00967100","orobanchaceae","agalinis","agalinis maritima","united states","massachusetts",NA,NA,NA,NA,NA,NA,"h. d. thoreau","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"0027eb28-fa11-4873-9208-0f037afcc0af","4a601c07-572c-4403-92d4-ab3ecfcf23cd","5155445","orobanchaceae","brandisia","brandisia hancei",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"002817c9-c779-4b15-a9d3-723b30fb3488","urn:catalog:bg:s:2029049","2029049","orobanchaceae","odontites","orthantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d2217bca-3a93-4407-bb56-087afa000cbc"
"0028316f-8d48-4621-b016-96c72a4a109e","{9f7c61ae-aba1-49a9-a464-4b5c276d398a}",NA,"orobanchaceae","castilleja","castilleja chromosa","united states","oregon",-119.7794,42.3994,"1948-06-11","1948","6","11","morton e. peck; m.e. peck","7c1a1d78-aeaa-4501-87e1-83eceb8ca8ea"
"0028448a-744c-46e7-b826-81673e5f9cc8","urn:catalog:o:v:844807","844807","orobanchaceae","pedicularis","pedicularis palustris","norway","viken",NA,NA,NA,"1940","6","30","f. ch. sørlye","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"0028a641-2aff-4005-82fa-767dfaa330ff","cb1b6378-ad5e-489a-a252-a22321900926","ga190030","orobanchaceae","chloropyron","cordylanthus tecopensis","united states","nevada",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"0028f181-7423-4019-a22e-4048cf434b84","https://data.biodiversitydata.nl/naturalis/specimen/l.2811199","l.2811199","orobanchaceae","tozzia","tozzia alpina",NA,NA,NA,NA,"1801-07-01/1801-07-31",NA,NA,NA,"oudemans caja","fabcdc12-9d29-4bd2-912b-176e71818144"
"0028facb-d1cf-42b6-b829-d7ce5b9cb2d6","https://arctos.database.museum/guid/uam:herb:236251","uam:herb:236251","orobanchaceae","castilleja","castilleja pallida subsp. caudata",NA,NA,NA,NA,"1800-01-01/2010-01-26",NA,NA,NA,"collector(s): unknown","b6ec6203-09db-4d6e-8cba-ee4bebd2934c"
"00298e57-52df-43db-bc6f-000793a9827b","urn:catalog:o:v:2260216","2260216","orobanchaceae","triphysaria","triphysaria pusilla","canada","british columbia",NA,NA,NA,"1893","5","9","john macoun","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"00299abf-f2e1-4ebd-922d-3373fe4f908a","ca824726-bcc8-4218-b6d8-614c77942de7","ccnl-08655","orobanchaceae","agalinis","gerardia skinneriana","united states","massachusetts",-70.52842,41.38471,"1901-09-12","1901","9","12","merritt l. fernald","5a9ae910-9e4b-488b-af8e-88074fabc3a4"
"0029bafc-579f-4ff5-90b2-cc950628d2d2","ba74b270-accd-4c73-bbc9-5dbc797dc02b",NA,"orobanchaceae","pedicularis","pedicularis racemosa","united states","california",-122.719595,41.980399,"1934-06-12","1934","6","12","louis c. wheeler","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"0029ead2-e1b3-422d-9bd0-69a21ede6605","ld:general:1203387","1203387","orobanchaceae","melampyrum","melampyrum sylvaticum","sweden","småland",14.1595289,57.7819988,NA,"1863","07","12","d. m. eurén","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"0029f637-76d6-49d0-aca9-7c186db952fd","urn:catalog:trh:v:181595","181595","orobanchaceae","melampyrum","melampyrum nemorosum","sweden",NA,NA,NA,NA,"1960","8","20","mats göran nettelbladt","207b6c64-7b58-4d6a-816d-bc759c27eafc"
"002a07dc-154e-4dd6-9c9e-7bab374a3def","http://n2t.net/ark:/65665/34523dca9-0656-47e1-8eab-067a33e280d7","us 3540611","orobanchaceae","pedicularis","pedicularis","china","xizang",85.8603,28.0069,"2006-09-13","2006","9","13","tibet-macarthur, d. a. bell, v. funk, s. ge, y. meng, z. nie, r. ree, h. sun, j. wen, z. yang, j. yue, z. zhou & w. zuo","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"002a116f-0a3e-48cc-b034-93f75ba66919","{0615728a-19c9-42d0-be84-12a59c74f262}",NA,"orobanchaceae","castilleja","castilleja minor var. exilis","united states","oregon",-118.8682,43.0522,"1951-07-20","1951","7","20","ray c. erickson; r.c. erickson","7c1a1d78-aeaa-4501-87e1-83eceb8ca8ea"
"002a3bed-15df-41d7-a95f-d4de5e3a4c61","2dd41128-0e1d-47cf-b850-5a1a2a3d115b","bm015182574","orobanchaceae","euphrasia","euphrasia nemorosa","united kingdom","england",-2.758337,54.393286,NA,NA,NA,NA,NA,"3c9420c9-c4a8-47dc-88b7-b5638ca5e716"
"002a89d3-4e45-432f-852c-eee7df8194c8","1576f302-bf01-463a-8109-cf109fb5c7cf","chrb0060316","orobanchaceae","rhinanthus","rhinanthus minor subsp. minor","canada","quebec",NA,NA,"1944-08-12","1944","8","12","m. a. chrysler","0bc60df1-a162-4173-9a73-c51e09031843"
"002aa651-3c6c-4ede-beab-6c7b0d343623","https://data.biodiversitydata.nl/naturalis/specimen/u.1599972","u.1599972","orobanchaceae","neobartsia","bartsia pedicularoides","ecuador",NA,-78.25,-0.7,"1980-05-25",NA,NA,NA,"holm-nielsen lb; balslev h","fabcdc12-9d29-4bd2-912b-176e71818144"
"002ab759-137a-4a55-aaf9-9c86f2d4d5c3","dcc47c60-a1d0-4e09-9aac-5e22a1a78314","ncu00454275","orobanchaceae","castilleja","castilleja flava","united states","utah",-112.280201,39.882114,"1965-08-07","1965","8","7","holmgren, noel h.; reveal, james l.; lafrance, charles","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"002b0afa-4163-4fbe-bbcc-b05b06c24691","ld:general:1218381","1218381","orobanchaceae","odontites","odontites cebennensis","france","occitanie",3.09388889,44.12,NA,"1905","09","24","paul fourès","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"002b59cf-a253-4936-8c61-b4c200396a4a","ld:general:1623685","1623685","orobanchaceae","melampyrum","melampyrum barbatum","austria","niederösterreich",16.2925,48.0625,NA,"1870","07",NA,"g. von pernhoffer","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"002b77e0-b4e5-4a12-94e8-09d516e39ade","ec7222a9-188d-4e5e-b7bf-7f043e9f3a26","asu0080597","orobanchaceae","castilleja","castilleja exserta","united states","arizona",-111.0324,32.4767,"2013-03-24","2013","3","24","ries lindley; e. dorn","40250f4d-7aa6-4fcc-ac38-2868fa4846bd"
"002bc1bd-ee15-4b58-93e5-6c1d643fed21","2853a7ea-53ec-42e4-b43e-1ec85d3f8607","obi104975","orobanchaceae","castilleja","castilleja miniata var. miniata","united states","california",-120.630172,35.105531,"1947-07-18","1947","7","18","robert f. hoover","b667cef4-96fe-42e8-a9fa-6298aa80bb14"
"002c0be8-57c3-4a16-aac1-cf952abb25c9","https://data.biodiversitydata.nl/naturalis/specimen/u.1599763","u.1599763","orobanchaceae","buchnera","buchnera longifolia","brazil","paraná",NA,NA,"1967-01-10",NA,NA,NA,"lindeman jc; haas jh de","fabcdc12-9d29-4bd2-912b-176e71818144"
"002c1ae4-53f4-4f02-808c-e9b23974b4e7","04979bab-dca1-4163-a70f-e48c40bddeb7","sbbg193877","orobanchaceae","castilleja","castilleja tenuis","united states","california",-121.090028,41.195528,"2016-06-06","2016","6","6","lowell ahart; john dittes","d7540872-1c53-48ac-a617-2d0739eadcbd"
"002c6dcc-853a-4ed7-bf57-8c0ec48b840b","https://arctos.database.museum/guid/uam:herb:249079","uam:herb:249079","orobanchaceae","aphyllon","orobanche uniflora","united states","alaska",-152.4308,57.4408,"2013-07-20/2013-07-20","2013","07","20","collector(s): stacy studebaker","b6ec6203-09db-4d6e-8cba-ee4bebd2934c"
"002c9592-9b37-41a5-98b1-21aaa00ac817","urn:catalog:inpa:herbarium:83361","150236","orobanchaceae","buchnera","buchnera rosea","brasil","roraima",NA,NA,"1987-05-16",NA,NA,NA,"mike hopkins","97e4947d-fce9-4019-9f86-c0d94c820269"
"002cd846-edf3-4269-99d1-aff7f53860ad","urn:catalog:cas:bot-bc:693884","693884","orobanchaceae","castilleja","castilleja nana","united states","california",NA,NA,"1947-08-14","1947","8","14","howell, john thomas","26f7cbde-fbcb-4500-80a9-a99daa0ead9d"
"002cdabe-fdf9-4b6e-a0fa-2369c94f4c0e","https://arctos.database.museum/guid/utep:herb:74005","utep:herb:74005","orobanchaceae","seymeria","seymeria scabra","mexico","coahuila",-100.5628611111,25.4465833333,"2005-09-10/2005-09-10","2005","09","10","collector(s): juan a. encina","e36691ec-c4f8-4bec-b331-b48ffa82ff49"
"002d37ee-e719-485c-aa1c-e79249a63caf","91ba3691-28bb-4d15-9379-1a1f5d204b02","barcode-00518950","orobanchaceae","pedicularis","pedicularis sudetica","united states","alaska",NA,NA,"1900","1900",NA,NA,"f. e. blaisdell","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"002d51b7-ab46-432d-b90d-6dd732923e5a","urn:catalog:cas:bot-bc:694215","694215","orobanchaceae","castilleja","castilleja peirsonii","united states","california",NA,NA,"1953-09-10","1953","9","10","bacigalupi, rimo; constance, l.; nasir, eugene","26f7cbde-fbcb-4500-80a9-a99daa0ead9d"
"002d6f52-d1b3-40ca-9f73-f958b5fbe630","urn:catalog:o:v:2255617","2255617","orobanchaceae","euphrasia","euphrasia","russian federation","amur oblast",NA,NA,NA,"1898","8",NA,"ferdinand karo","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"002da680-819c-4019-990c-bac53f2da869","5f907e4a-89ff-46a6-b696-9b2b2825b56c","185945","orobanchaceae","aureolaria","aureolaria flava","united states","florida",-85.6075,30.08,"1984-09-03","1984","9","03","r. lassiter, j. lassiter","f1cf8457-237e-487a-9d13-5de7d81b9de4"
"002db3aa-d456-4787-b9a7-a43fbed4e3dc","s:vascularplants:s-hs-10336","s-hs-10336","orobanchaceae","pedicularis","pedicularis lapponica","sweden","pite lappmark",NA,NA,"1850","1850",NA,NA,"dahlström, ol.","fc014977-92f7-47fd-92d7-b609c39d8212"
"002dba96-e6d9-4cb5-b694-2560877ee863","572f6cf382cec50f5acc6bb7230492a5","676464","orobanchaceae","agalinis","agalinis","mexico","durango",NA,NA,"1985-09-25","1985","9","25","m. gonzález; s. acevedo","765aa536-b79e-4794-a0d2-40a160233922"
"002dbf2a-353b-48a8-b251-e9a1e0829847","urn:catalog:o:v:845047","845047","orobanchaceae","pedicularis","pedicularis palustris","norway","nordland",14.8429,68.50598,NA,"1866","5","31","j. m. norman","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"002dcfeb-e0a5-43c6-b75d-21b9f4c0f6d4","3d7538d7-00d4-4f62-b713-309ec327052c","00758722","orobanchaceae","pedicularis","pedicularis procera","united states","colorado",-107.88374,37.89112,"1978-07-23","1978","7","23","jeff meyer","a2b36fdf-50bc-44ef-a6a4-ca6dc1dc148a"
"002dd804-ea56-4a90-bfb0-402f0178c0fb","b1fb8327-46a1-4804-811f-773f724f2e79",NA,"orobanchaceae","pedicularis","pedicularis densiflora","united states","california",-116.5533,34.0684,"1925-02-21","1925","2","21","carl epling","ef77ec72-6537-41ab-a418-17f9a58e6e73"
"002e003c-e750-48c8-890b-292394df86d9","1c122a2e-cc21-4c5c-80c6-c87cc528ec9f","hsc223809","orobanchaceae","castilleja","castilleja miniata","united states","california",-123.462,41.08091667,"1979-07-31","1979","7","31","g.l. clifton; griswold","244ee82a-438c-4e77-a2ce-4e2af9ddbe4d"
"002e1906-b8ed-4f81-827e-09a066e0b23b","11e14f04-65f6-4e8f-b5ea-735e63f81a2e",NA,"orobanchaceae","pedicularis","pedicularis canadensis","united states","illinois",NA,NA,"1939-05-06","1939","5","6","f.g. werner","f0174bc9-0cca-450e-a941-655d80040139"
"002e3fbc-df67-498a-b877-991e3975958e","6f3ee3d5-e485-4314-ba7a-38894226cfa7","174919","orobanchaceae","castilleja","castilleja applegatei var. pinetorum","united states","idaho",-115.609893,44.83983,"2017-08-01","2017","8","1","grahm m johnson, sebastian mortimer","0fd6e726-6828-4f62-ba8d-6ec316fe0b52"
"002e87e3-1b59-4ce3-935f-9ce87b737c8e","urn:catalog:o:v:844767","844767","orobanchaceae","odontites","odontites litoralis","finland","ahvenanmaa",NA,NA,NA,"1933","7","6","harald lindberg","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"002e8a43-6436-4101-8780-6550ca11e659","https://data.biodiversitydata.nl/naturalis/specimen/u.1726468","u.1726468","orobanchaceae","pedicularis","pedicularis","austria",NA,NA,NA,"1937-07-16",NA,NA,NA,"stud biol rheno-trai in itinere","fabcdc12-9d29-4bd2-912b-176e71818144"
"002e8da7-de59-482f-a71f-ef33b0caee6c","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00230573","p00230573","orobanchaceae","pedicularis","pedicularis comosa l.","france","05 hautes-alpes",NA,NA,"1961-7-19","1961","7","19","bouby, h.","616857b7-f952-44ef-9b6f-576dc1e65b51"
"002e9c63-191f-4d7f-b972-b40498d2baf9","cc83d0a4-dd61-4b42-82c3-7e98b659894e","vpi-v-0013149","orobanchaceae","buchnera","buchnera americana","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"002ea739-d75e-4ac9-81fa-0b6c0ad65f3b","ce97364b-ddb4-db44-3d99-ac2521ee3591","can 316883","orobanchaceae","euphrasia","euphrasia disjuncta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8057906f-17c9-4e25-b173-4e7fb938078b"
"002eb20d-6695-4fbb-a323-a4f6e65a37d1","b17777e7-117f-47f2-bd54-519ca06ff28f","8715","orobanchaceae","pedicularis","pedicularis","united states","alaska",-157.443759,70.920071,"2014-07-26","2014","7","26","tina boucher","3c367a2d-eec0-4ef1-b3bc-4cbebb320c5a"
"002ed06d-81f7-4fac-8c99-6ae75b9014e1","ups:bot:v-891219","v-891219","orobanchaceae","castilleja","castilleja pallida","united states","alaska",NA,NA,"1879-07-22","1879","7","22","f.r. kjellman","62a36329-6b82-48bc-94d8-1cb9adb91ab5"
"002efa50-3f59-4cda-baef-7ffd1f000abb","urn:catalog:o:v:644672","644672","orobanchaceae","lathraea","lathraea squamaria","norway","viken",10.4731,59.7209,NA,"2014","5","7","reidar elven | eli fremstad","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"002efd3e-f3f0-48fa-8300-5c098c6f27b8","f3bad801-07fd-428c-b7e1-3a4fe5ad470f",NA,"orobanchaceae","pedicularis","pedicularis parryi","united states","colorado",-106.223286,38.309658,"2023-07-21","2023","7","21","john l anderson; ken heil","40250f4d-7aa6-4fcc-ac38-2868fa4846bd"
"002f164b-74e6-4fbb-a87c-da10be427737","3b0508e6-f2ca-4ed8-bc65-9ba84acd3c28","3256467","orobanchaceae","castilleja","castilleja elata","united states","oregon",NA,NA,"1936-06-22",NA,NA,NA,"j. w. thompson","36d35b23-113e-4633-90ec-19d265a3b5f6"
"002f16e6-c453-43ff-a87d-fd6d21c32b45","07a10a09-9396-46c3-aa90-6dad5362ba30","fld0007965","orobanchaceae","castilleja","castilleja haydenii","united states","colorado",-107.556165,37.757055,"1994-07-12","1994","7","12","s.v. perry","8295ea14-c4fd-499b-bc68-2907ed36badc"
"002f6914-4d38-4cfa-8282-a3bf9301cd7f","9c99f7ce-352d-452e-bf98-4734d5b2194a","barcode-01877482","orobanchaceae","castilleja","castilleja","united states","california",NA,NA,"1940-06-29","1940","6","29","allen carpenter","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"002f7908-90f4-468c-b6fa-731d25a0e992","{dfefea93-77df-4234-aaf8-14207fac8b1d}","osc-v-036020","orobanchaceae","aphyllon","orobanche uniflora subsp. occidentalis","united states","oregon",-123.39633,42.10397,"1949-06-26","1949","6","26","leroy e. detling","7c1a1d78-aeaa-4501-87e1-83eceb8ca8ea"
"002fb282-888e-4810-98e2-3471881de051","http://n2t.net/ark:/65665/388112868-2bc9-4959-9d54-d0044a0a3f41","us 470161","orobanchaceae","castilleja","castilleja toluccensis","mexico",NA,NA,NA,"1903-03/1903-07","1903","3",NA,"c. a. purpus","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"002fd455-ca0f-44de-8ec2-de39d48c79ac","c719537a-5bd4-4ba6-812c-43a162e82538","01334008","orobanchaceae","melasma","alectra fluminensis","martinique",NA,NA,NA,"1939-02-18",NA,NA,NA,"h. stehlé","36d35b23-113e-4633-90ec-19d265a3b5f6"
"002ffc77-e04b-4506-8ef2-a5f8dd4118e2","urn:catalog:trh:v:114017","114017","orobanchaceae","pedicularis","pedicularis palustris subsp. borealis","norway","troms og finnmark",16.8348,68.6621,NA,"1977","7","28","edd-magne torbergsen","207b6c64-7b58-4d6a-816d-bc759c27eafc"
"0030118b-9be3-4069-829c-b64d1b098ee0","urn:catalog:trh:v:91761","91761","orobanchaceae","euphrasia","euphrasia","norway","møre og romsdal",9.1768,62.851,NA,"1890","7","28","ove chr. dahl","207b6c64-7b58-4d6a-816d-bc759c27eafc"
"003032de-7abb-433d-ac27-ab641751bff2","https://data.biodiversitydata.nl/naturalis/specimen/wag0077012","wag0077012","orobanchaceae","striga","striga gesnerioides","benin","borgou",2.556967,9.122817,"1999-10-06",NA,NA,NA,"lisowski s","fabcdc12-9d29-4bd2-912b-176e71818144"
"00308e42-ca3b-41aa-b578-415a66b3c5cc","78858878-222e-474e-8e53-2df0e2f776c3","bm001010487","orobanchaceae","striga","striga orobanchoides","morocco",NA,NA,NA,NA,"1924","5","11","a h. lynes","3c9420c9-c4a8-47dc-88b7-b5638ca5e716"
"0030c8e9-277d-43ac-aa66-4b62ddd69dc4","ec5f4b8d-9677-4478-b1c7-4c6a4244fd7e","brit986681","orobanchaceae","pedicularis","pedicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70abba3e-5f2a-4276-87f3-261706e24453"
"00311df5-1e18-4fdd-a730-0c889258fad6","303e968c-6a72-476e-b045-1c78658a6eff","04324339","orobanchaceae","castilleja","castilleja",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"003144da-09c3-46e8-8d07-acb87ef18ddc","urn:catalog:cas:bot-bc:692813","692813","orobanchaceae","castilleja","castilleja miniata var. miniata","united states","california",NA,NA,"1916-06","1916","6","1","parish, s. b.","26f7cbde-fbcb-4500-80a9-a99daa0ead9d"
"00314a66-619b-4563-981a-28a6aca4c7a5","https://data.biodiversitydata.nl/naturalis/specimen/l.4250656","l.4250656","orobanchaceae","rhinanthus","rhinanthus glaber","netherlands",NA,6.61995,53.132883,"1963-07-18",NA,NA,NA,"borg sj ter","fabcdc12-9d29-4bd2-912b-176e71818144"
"00315a11-776a-44b2-a85d-3cfb70128e75","urn:catalog:bg:s:252748","252748","orobanchaceae","euphrasia","euphrasia minima","norway","trøndelag",NA,NA,NA,"1907","8","2","e. jørgensen","d2217bca-3a93-4407-bb56-087afa000cbc"
"00317c21-9d73-4352-b3d4-49d6679701f6","ca751cbf-334d-4eb8-9585-0c031abb114a",NA,"orobanchaceae","castilleja","castilleja chromosa","united states","arizona",-111.82,33.92,"1991-03-27","1991","3","27","jolene johnson","40250f4d-7aa6-4fcc-ac38-2868fa4846bd"
"0031e1c7-8259-4d56-9638-8af9cab85614","08bebb19-b4d6-468b-8976-fb558082b4d1","335619","orobanchaceae","castilleja","castilleja yukonis","canada","yukon territory",-139.026903,61.362992,"1998-07-15","1998","7","15","mark egger","8b0c1f4b-9de7-4521-98c2-983e0bfd33c7"
"0031ed3a-59ae-43cd-aa27-70d2524b4723","ld:general:1003821","1003821","orobanchaceae","euphrasia","euphrasia nemorosa","sweden","skåne",14.18367,56.12245,NA,"2002","08","25","charlotte wigermo","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"0031f6c4-fb3e-4ddb-a810-d3c0b60e896c","{391ec3c7-9857-4337-accd-37784c7fedd3}","osc-v-034423","orobanchaceae","castilleja","castilleja chromosa","united states","oregon",-119.6433,44.7594,"1932-06-04","1932","6","4","louis f. henderson; l.f. henderson","7c1a1d78-aeaa-4501-87e1-83eceb8ca8ea"
"003216bb-af8e-49ac-957c-7f6126ca3eba","b7570926-7b45-4af7-ba48-96ccdbfbfbb2","can 10200504","orobanchaceae","rhinanthus","rhinanthus minor subsp. minor","canada","newfoundland and labrador (prov.)",NA,NA,"2002-08-02",NA,NA,NA,NA,"8057906f-17c9-4e25-b173-4e7fb938078b"
"00324877-322e-4f5d-9c7a-cb5d891f74d2","https://data.biodiversitydata.nl/naturalis/specimen/u.1469469","u.1469469","orobanchaceae","orobanche","orobanche minor","netherlands",NA,5.706715,50.846848,"1910-06-21",NA,NA,NA,"brunner-de vries e","fabcdc12-9d29-4bd2-912b-176e71818144"
"00324937-5b88-4b8f-8d8c-269fbb2c49f9","s:vascularplants:s-nb-11236","s-nb-11236","orobanchaceae","euphrasia","euphrasia stricta","sweden","norrbotten",NA,NA,"2007-07-02","2007","07","02","stenberg, lennart","fc014977-92f7-47fd-92d7-b609c39d8212"
"003259a9-491b-4ffb-a483-132100ba480a","s:vascularplants:s21-2722","s21-2722","orobanchaceae","euphrasia","euphrasia stricta","sweden","södermanland",NA,NA,"1997-07-29","1997","07","29","göran odelvik","fc014977-92f7-47fd-92d7-b609c39d8212"
"003283a7-7503-4f90-8240-7dedad18ebe9","2b59f107-332f-462b-8c72-8906b5347ec0","uca013272","orobanchaceae","agalinis","agalinis viridis","united states","arkansas",NA,NA,"1932-11-01","1932","11","1","george c. haas","b30a7dd2-d974-4073-bdd0-cb4ea5402bae"
"0032b1d9-8431-4ad4-af33-425e65cecbf5","s:vascularplants:s-eu-3613","s-eu-3613","orobanchaceae","euphrasia","euphrasia frigida","sweden","härjedalen",NA,NA,"1906-08-08","1906","08","08","östman, magnus & dahlstedt, hugo","fc014977-92f7-47fd-92d7-b609c39d8212"
