"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"004314c2-7407-4c43-ada5-c66ed959440c","82361af2-fe7b-46d4-af8a-8d160da488fc","sbbg254312","orobanchaceae","castilleja","castilleja minor subsp. spiralis","united states","california",-119.7925166,34.7059958,"2018-07-10","2018","7","10","stephanie m. calloway; heather schneider, peter schuyler, laura pavliscak","d7540872-1c53-48ac-a617-2d0739eadcbd"
"00431df0-168d-489b-9bc8-a9a9ca3bc25d","ld:general:1670665","1670665","orobanchaceae","pedicularis","pedicularis foliosa","austria","tirol",11.41194444,47.10638889,NA,"1892",NA,NA,"r. von kerner","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"00432c9b-e87a-40d8-843a-7ab758309f09","6cda8d6b-4a3c-4ff1-aaa1-d40520b8c222","brit146727","orobanchaceae","agalinis","agalinis tenuifolia","united states","alabama",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"00433659-2f4f-41bb-86ac-06d0c146c65d","825e6850-23dc-3dc4-9ca7-84282bc33b67","can 10080550","orobanchaceae","pedicularis","pedicularis lapponica","canada","nunavut (terr.)",-83.1665178551918,64.1336285705305,"1950-08-06",NA,NA,NA,"brown, d.k.","8057906f-17c9-4e25-b173-4e7fb938078b"
"004362dd-b0ae-4ac4-a4c9-2d58ee9e44cc","216659fa-7b4f-4190-9d65-195e6c903687",NA,"orobanchaceae","castilleja","castilleja cusickii","united states","idaho",-116.167459,45.917691,"2009-06-04","2009","6","4","david c. tank","0fd6e726-6828-4f62-ba8d-6ec316fe0b52"
"004373e4-48b9-4f46-a78c-7f1df1e4458e","f74c3ebc-b9da-4bb6-9b05-289829c7e094","barcode-02078401","orobanchaceae","pedicularis","pedicularis verticillata","united states","alaska",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"004389ee-39bf-4172-832a-c458946afea5","3e18c42b-1af7-4a61-a655-e256d811d9ae","etsu020083","orobanchaceae","aureolaria","aureolaria laevigata","united states","tennessee",NA,NA,"2014-07-29","2014","7","29","frosty levy","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"0043ae0d-6a96-4a56-9b10-7cb106fa7325","f695f9f2-fcb7-4fb8-a064-23497c11b265","mel 0049906a","orobanchaceae","buchnera","buchnera ramosissima","australia","queensland",145.3333,-18.1333,"1875-03-20","1875","3","20","de armit, w.e. m","c55ac6d0-180d-41be-829a-e82898c5ca54"
"0043d2a3-2e38-489c-8ad5-bfeba0774926","fd1d5223-51be-4967-abde-55b08894dfe5","3260155","orobanchaceae","castilleja","castilleja pilosa var. pilosa","united states","california",NA,NA,"1966-05-24",NA,NA,NA,"g. h. true","36d35b23-113e-4633-90ec-19d265a3b5f6"
"0043f604-6523-4596-97bb-6a8a9c052430","ld:general:1313850","1313850","orobanchaceae","pedicularis","pedicularis palustris","sweden",NA,12.9774681,58.3765094,NA,"1861",NA,NA,"v. n. b. [= viktor baumbach]","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"00440c05-c986-407a-8e7d-b8dbee152f95","bmo:ohn:14634","14634","orobanchaceae","melampyrum","melampyrum cristatum","sweden","småland",16.482994775081,57.286258262064,"1907-8-20",NA,NA,NA,"linderoth, gustaf","4ac45d7e-c6e5-45ea-a0e0-aea6ebe2afcf"
"0044283c-32bc-4679-8699-f83bbdc2d044","58bedef2-542f-4e53-915e-699ffb439dca","217213","orobanchaceae","castilleja","castilleja hispida var. hispida","united states","washington",-120.675309,47.588526,"1964-05-23","1964","5","23","pat kern","8b0c1f4b-9de7-4521-98c2-983e0bfd33c7"
"0044365a-2425-4436-a1e1-295a6ca681a9","505310cb-c3b8-47e5-ac9f-ac1adf181506","hsc223482","orobanchaceae","castilleja","castilleja attenuata","united states","california",-123.16069,39.77998,"1980-04-29","1980","4","29","clare r. wheeler","244ee82a-438c-4e77-a2ce-4e2af9ddbe4d"
"0044482d-8c4d-4768-82ca-b55d10ccd31b","fa552f71-498e-4527-8ccf-ef31f39814f6","tex00179900","orobanchaceae","castilleja","castilleja tenuifolia","mexico","michoacan",NA,NA,"1979-09-10","1979","9","10","josé carmen soto núñez","2d7910d9-7f63-4bde-918a-9e0265f1c245"
"00444aa2-ad3f-4a78-90ff-051581c774a4","https://arctos.database.museum/guid/uam:herb:184627","uam:herb:184627","orobanchaceae","rhinanthus","rhinanthus",NA,NA,NA,NA,"1800-01-01/2009-03-27",NA,NA,NA,"collector(s): unknown","b6ec6203-09db-4d6e-8cba-ee4bebd2934c"
"00448bb8-f1fd-44f9-b89a-019385c9af51","http://n2t.net/ark:/65665/3460c17af-4346-4f05-be1a-d177082704d7","us 3677062","orobanchaceae","castilleja","castilleja","united states","california",NA,NA,"1980-06-17","1980","6","17","b. a. stein","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"00449575-91f3-4581-877b-9fe2fbe0e41d","c9d09f5d-ffe2-4db3-8614-1fae0f294b55","cm118354","orobanchaceae","agalinis","agalinis filicaulis","united states","florida",NA,NA,"1930-05-29","1930","5","29","bright, j.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"0044be84-0aa6-4dd4-84f8-856efa890ed0","ed8c7d88-4a99-11e5-b5e0-001ec9fd629b","barcode-00630989","orobanchaceae","melampyrum","melampyrum lineare","united states","vermont",NA,NA,"1911-06-26/1911-06-26",NA,NA,NA,"l. a. wheeler","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"004503bf-2a5a-4e7f-9cfe-09b9f2c84d63","53c4ec78-2d89-438f-b977-f11899928686","422651","orobanchaceae","castilleja","castilleja flava var. flava","united states","nevada",NA,NA,"2017-06-17","2017","6","17","ashley mocorro powell","8b0c1f4b-9de7-4521-98c2-983e0bfd33c7"
"00451064-983c-4d37-b51f-92e74adf6a6a","http://herbarium.bgbm.org/object/bw11593001",NA,"orobanchaceae","orobanche","orobanche major",NA,NA,NA,NA,NA,NA,NA,NA,NA,"59efaf7d-60b5-4295-abb3-27ba42eb5231"
"00455c4f-900b-47b3-a392-7d5b02084236","urn:catalog:cas:bot-bc:683809","683809","orobanchaceae","castilleja","castilleja affinis var. affinis","united states","california",NA,NA,"1931-04-11","1931","4","11","howell, john thomas","26f7cbde-fbcb-4500-80a9-a99daa0ead9d"
"00457b24-fbeb-445a-a2e6-f25dc68c00c5","urn:catalog:bg:s:251973","251973","orobanchaceae","bartsia","bartsia alpina","norway","vestland",NA,NA,NA,"1932","7","12","torkel lillefosse","d2217bca-3a93-4407-bb56-087afa000cbc"
"004582bd-43bb-4a7c-98c7-4a3fc08e1865","s:vascularplants:s-g-1221","s-g-1221","orobanchaceae","castilleja","castilleja nivea","united states","montana",NA,NA,"1938-08-02","1938","08","02","pennell, cotner & schaeffer","fc014977-92f7-47fd-92d7-b609c39d8212"
"0045a0b4-3262-43e1-9f8f-dd60ec9fefe5","urn:catalog:bg:s:255343","255343","orobanchaceae","odontites","odontites vulgaris","norway","viken",NA,NA,NA,"1894","8","26","johan dyring","d2217bca-3a93-4407-bb56-087afa000cbc"
"0045a45e-25d7-4475-be42-a2966f2803fc","urn:catalog:trom:v:159330","159330","orobanchaceae","euphrasia","euphrasia frigida","norway","nordland",14.0821,68.2256,NA,"1978","7","16","marit hagen johansen, viktor johansen","703b5bdc-4581-47e3-b4b6-e6f32d0eec54"
"0045c28a-d042-40df-911f-6337e5b3e0f9","53a7599c-ff61-4512-9055-441f4d290ba0","baylu024269","orobanchaceae","bellardia","bellardia trixago","united states","texas",-96.241964,32.406079,"1995-05-05","1995","5","5","jason singhurst","667a12e7-c6d8-4de0-933f-ce2f07cb7a92"
"0045c614-66e2-4e1e-81c5-997abc9e4af9","{c211e453-f19a-405b-a556-cbebb17a15c7}","osc-v-036464","orobanchaceae","pedicularis","pedicularis groenlandica","united states","oregon",NA,NA,NA,NA,NA,NA,"william c. cusick; w.c. cusick","7c1a1d78-aeaa-4501-87e1-83eceb8ca8ea"
"0045ccf1-5f9a-45fc-bd05-358688899cff","que0061648","que0061648","orobanchaceae","melampyrum","melampyrum lineare","canada","québec",-69.322825,47.706773,"1958-07-08","1958","07","08","smith, jean","237d30ca-7675-4840-b4fd-96771fabf518"
"00460ddd-d4e1-4be6-9fb0-d9649a4c9266","1074ac31-b084-42f5-a3a4-2ffb793ebe85","tenn-v-0198420","orobanchaceae","castilleja","castilleja pallida","united states","alaska",NA,NA,NA,NA,NA,NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f"
"00460fca-a187-421c-8742-fdeb4fd2c664","https://data.biodiversitydata.nl/naturalis/specimen/amd.118174","amd.118174","orobanchaceae","euphrasia","euphrasia stricta","france",NA,NA,NA,"1871-07-06",NA,NA,NA,"ripart","fabcdc12-9d29-4bd2-912b-176e71818144"
"00464e29-27f2-406f-991b-85fa4622e765","urn:catalog:mo:tropicos:1165462","1165462","orobanchaceae","agalinis","agalinis plukenetii","united states","alabama",NA,NA,NA,"1917","9",NA,"e.w. graves","5386d272-06c6-4027-b5d5-d588c2afe5e5"
"00468050-f173-413f-9b8c-224cd5b8e821","http://n2t.net/ark:/65665/34355a756-7631-42e2-a518-0b14ff09d8d4",NA,"orobanchaceae","castilleja","castilleja",NA,NA,NA,NA,NA,NA,NA,NA,NA,"a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"00468959-18bd-4650-bfc6-0215020db4e5","109bc914-acc3-49cb-92d8-5250ca0d19c9","336832","orobanchaceae","pedicularis","pedicularis langsdorffii","russia","kamchatka",160.87,58.28,"1975-07-14","1975","7","14","s. kharkevich, t.buch","8b0c1f4b-9de7-4521-98c2-983e0bfd33c7"
"00469f81-589a-4e78-99f6-1936cde7d76d","407bc926-e4d2-4463-b272-985f018a9780",NA,"orobanchaceae","castilleja","castilleja exserta subsp. exserta","united states","california",-120.6254,35.7178,"1963-05-15","1963","5","15","a.g. vestal","f0174bc9-0cca-450e-a941-655d80040139"
"0046f4fa-b3b9-41ef-8e27-15426fe6dc3c","http://n2t.net/ark:/65665/39c32842a-a7aa-441f-ade8-15a6b2306be2","us 3251494","orobanchaceae","esterhazya","esterhazya splendida","brazil","bahia",-46.5,-13.5,"1992-06-26","1992","6","26","m. a. silva, t. s. filgueiras, a. l. brochado & e. cardoso","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"0047e793-13ba-48dd-8f6b-2e2f4c1331af","http://n2t.net/ark:/65665/308ace4ce-7d03-4f36-847a-df43bb32e927","us 376054","orobanchaceae","pedicularis","pedicularis pennellii","united states","alaska",NA,NA,"1900-07-13","1900","7","13","j. flett","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"00482a9b-7628-41fb-9a20-764678bcc982","c66e52bc-9281-4020-a6ec-1514e04b9f56","3275625","orobanchaceae","cordylanthus","cordylanthus rigidus subsp. rigidus","united states","california",NA,NA,"1915-10-08",NA,NA,NA,"r. j. stinchfield","36d35b23-113e-4633-90ec-19d265a3b5f6"
"00485e4d-9ad9-497e-8934-b8d812f7ed3e","a1761903-0418-4b1d-bdc3-1dcb5b192a36","ga067390","orobanchaceae","aureolaria","aureolaria laevigata","united states","georgia",NA,NA,"1926-09-30","1926","9","30","miller","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"00488271-7002-4736-ab53-960a5b79850c","http://n2t.net/ark:/65665/32eca6678-6999-4828-8494-0c9927c865f8","us 1372113","orobanchaceae","odontites","odontites","spain",NA,NA,NA,"1918-07-27","1918","7","27","e. blanc","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"0048b9df-2887-42fd-9105-6d3f38a1ce00","14b8fda4-6a15-4ee3-8c5e-d52c6323e3ae","145153","orobanchaceae","castilleja","castilleja rhexifolia","united states","colorado",-107.711331,37.917498,"1952-07-08","1952","7","8","m.l.mattoon","8b0c1f4b-9de7-4521-98c2-983e0bfd33c7"
"0048cedc-85d2-4b16-b66a-2cded4907e6f","ups:bot:v-147062","v-147062","orobanchaceae","euphrasia","euphrasia officinalis var. nemorosa","sweden","dalsland",12.29629,58.66094,"1885-08-18","1885","8","18","anders fryxell","62a36329-6b82-48bc-94d8-1cb9adb91ab5"
"0048d418-ed26-4d6d-b4d3-819af9f0b939","9b9c055e-05c6-4f45-a85a-b471f26b380c","93434","orobanchaceae","castilleja","castilleja linariifolia","united states","nevada",-116.13788,40.76895,"1902-08-14","1902","8","14","p.b. kennedy","e4ff51ba-5007-4c40-9a86-e8c6f4db77b7"
"0048d703-e99e-47a0-8200-24c64b6b1883","79e671ed-e083-446d-9fd1-789bbaa2a84e","3321879","orobanchaceae","triphysaria","triphysaria eriantha subsp. eriantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"0048e814-c190-4685-af2d-3fc203085e85","4f19cc9f-f423-4e1a-bb50-a7feee681a6a","316498","orobanchaceae","bellardia","parentucellia viscosa","united states","washington",-122.293,47.6562,"1987-06-10","1987","6","10","c. l. huang","8b0c1f4b-9de7-4521-98c2-983e0bfd33c7"
"00490965-42c9-41b3-9e24-fde755af4770","{2c35a91f-170f-4dd6-87bd-2f7bc671d45b}","osc-v-035347","orobanchaceae","castilleja","castilleja pruinosa","united states","oregon",-124.15789,42.3451,"1976-07-25","1976","7","25","virginia l. crosby; v.l. crosby","7c1a1d78-aeaa-4501-87e1-83eceb8ca8ea"
"00492a1f-fd75-477b-93cb-9d874a640071","b4999e17-36b8-44af-91f9-08a2d946d266","no0107612","orobanchaceae","agalinis","agalinis tenuifolia var. macrophylla","united states","indiana",NA,NA,"1913-08-23","1913","8","23","francis w. pennell","4523e216-ee13-4b15-a3f7-a6fd56431604"
"00494c6a-1cdb-453f-8cfb-f64a3967d4d7","bef4793e-a859-419a-802e-c8dbccbff2a5","brit452156","orobanchaceae","agalinis","agalinis strictifolia","united states","texas",NA,NA,"1954-09-14","1954","9","14","marshall c. johnston","70abba3e-5f2a-4276-87f3-261706e24453"
"00495dc4-68f7-460f-bf70-4d252f1679ed","92713a9a-2fcd-4cb8-9c3f-4e84a19903d2","barcode-02081642","orobanchaceae","castilleja","orthocarpus purpurascens var. latifolius","united states","california",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"0049c1d4-ba39-45c6-9bca-3f36ff661962","da85daa8-f36c-4cfa-b635-144d032aca3d","52119","orobanchaceae","castilleja","castilleja linariifolia","united states","arizona",NA,NA,"1943-09-07","1943","9","7","e.u. clover","ecb2a2f4-4c66-4bcf-ac7c-f112e8276447"
"0049fbe4-f242-4062-91e8-46c6266c9b4f","s:vascularplants:s-eu-4446","s-eu-4446","orobanchaceae","euphrasia","euphrasia frigida","sweden","torne lappmark",NA,NA,"1961-07-28","1961","07","28","stork, adelaïde","fc014977-92f7-47fd-92d7-b609c39d8212"
"004a319b-fa0c-4991-8f78-5965ecd8603f","ld:general:1869952","1869952","orobanchaceae","pedicularis","pedicularis lapponica","finland","lapponia kittilensis",23.50277778,68.02444444,NA,"1910","07","05","justus montell","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"004a4352-02aa-4ca1-9f95-2ef17263f580","f5fe5766-064b-4d5a-8d70-d54f5355d00b","ll00335139","orobanchaceae","agalinis","agalinis strictifolia","united states","texas",NA,NA,"1952-10-03","1952","10","3","donovan s. correll","9151bc4c-8505-4b22-a16b-9dbf337535fa"
"004ac4ab-d77e-4ee2-8f74-851456bfcd4a","ucr-bps-25290","ucr0060361","orobanchaceae","aphyllon","orobanche fasciculata","united states","california",-117.22306,34.34083,"1967-05-20","1967","5","20","john c. roos","ba042ffa-8175-4a47-8eb1-08b4d6319ccf"
"004af44b-b429-4bc7-aaed-d06b2a62d16c","d4214617-7ce0-44a4-bd57-34420ecd7190","104016","orobanchaceae","castilleja","castilleja martini var. clokeyi","united states","nevada",-115.758748,36.323511,"1936-07-12","1936","7","12","i.w. clokey","e4ff51ba-5007-4c40-9a86-e8c6f4db77b7"
"004afcec-2ece-4bea-ad4d-0335b4ecb9ba","28deb2c5-16a3-45ba-8f73-abf7b5fd1941","408639","orobanchaceae","pedicularis","pedicularis groenlandica","united states","washington",-117.52019,48.68087,"2012-07-20","2012","7","20","karen peterson","8b0c1f4b-9de7-4521-98c2-983e0bfd33c7"
"004b5b23-026e-4c68-91cd-c116b2fe3136","68daee69-a8e5-462d-998b-2885ef06b8a3","brit453121","orobanchaceae","aureolaria","aureolaria grandiflora","united states","texas",-97.044322,33.646114,"1994-08-13","1994","8","13","shirley d. lusk","70abba3e-5f2a-4276-87f3-261706e24453"
"004b898d-7494-459d-a349-489dd048a40e","e809e369-7ed9-4a7b-bc92-d8cb5222ba6f","ph00355052","orobanchaceae","agalinis","agalinis maritima","united states","new jersey",-73.99236,40.304278,"1888-08","1888","8","0","joseph carson","65536dcd-7bb2-44e5-af3f-4a13f08e53d0"
"004b8fe6-7df8-477b-8d73-e67382745b78","99c20df0-d148-42cc-bfd0-5c250bc2229f","tenn-v-0198654","orobanchaceae","pedicularis","pedicularis canadensis","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f"
"004b9dee-f913-446e-8600-df398f2fe929","8f2dddba-9b78-4771-82c4-bc871dfff3de","14297","orobanchaceae","castilleja","castilleja tenuis","united states","california",-120.55661,40.04712,"1989-06-07","1989","6","7","n.a. hopkins","50b0bbe4-f075-4427-8dfc-fcc469dd3e78"
"004bb640-b21c-49fc-b612-df05189de333","urn:catalog:trh:v:37524","37524","orobanchaceae","bartsia","bartsia alpina","sweden","åsele lappmark",16.0197,64.9356,NA,"1920","7","1","gunnar samuelsson","207b6c64-7b58-4d6a-816d-bc759c27eafc"
"004bc005-7a20-4ff2-860d-6928d28c0a2e","urn:catalog:mo:tropicos:3015812","3015812","orobanchaceae","agalinis","agalinis megalantha","peru","puno",NA,NA,NA,"1942","5","14","r.d. metcalf","5386d272-06c6-4027-b5d5-d588c2afe5e5"
"004bc10d-0408-498a-8839-1d6e8111f9d2","20759d9214e1b447712b509cea54a717","36218","orobanchaceae","agalinis","agalinis maritima","mexico","tabasco",-93.8388889,17.7875,"1981-06-27","1981","6","27","c.p. cowan","9ea3f46b-f7b9-4b2e-8d4e-a052fbe69de9"
"004bcc8a-f788-4691-b8c1-240e39082da5","https://arctos.database.museum/guid/uam:herb:10884","uam:herb:10884","orobanchaceae","pedicularis","pedicularis lanata","united states","alaska",-147.25,65.88,"1994-06-15/1994-06-15","1994","06","15","collector(s): carolyn l. parker, david f. murray, rob lipkin, mike emers","b6ec6203-09db-4d6e-8cba-ee4bebd2934c"
"004bcdd2-abed-4fce-b77d-ffc7ee035ac2","http://n2t.net/ark:/65665/3e7ae4d12-1019-43dc-8d50-c6e9f507c27b","us 96732","orobanchaceae","aeginetia","aeginetia indica","china","hong kong",NA,NA,"1853/1856","1853",NA,NA,"c. wright","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"004be351-137c-4eaf-8d1a-a4ff86ed9ea3","7ee4bb1f461ffa29a3543596d268a283","no disponible","orobanchaceae","castilleja","castilleja stenophylla","mexico","chihuahua",-107.540206,27.6038126,"1972-07-27","1972","7","27","bye, r.","be72355e-a5d6-4094-8635-0127dfb510aa"
"004c1f1d-6a38-4122-8af8-cfb718026f11","3c4ed87a-5998-49e9-84c4-0a5a248a65ec","mel 0663911a","orobanchaceae","parentucellia","parentucellia latifolia","australia","victoria",145.15,-37.0167,"1902-10-20","1902","10","20","reader, f.m.","c55ac6d0-180d-41be-829a-e82898c5ca54"
"004c4ee4-b56a-46e7-ae6a-6271f053b895","urn:catalog:mo:tropicos:474597","474597","orobanchaceae","castilleja","castilleja applegatei var. fragilis","united states","california",NA,NA,NA,"1978","7","18","mary susan taylor","5386d272-06c6-4027-b5d5-d588c2afe5e5"
"004c6cb2-dd7c-4f81-9921-41620ded0c61","9a77ff17-e2e6-45fd-bed8-4a0c72a4bab9","vpi-v-0013125","orobanchaceae","aureolaria","aureolaria virginica","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"004c799e-aa7c-4688-907e-72845d668896","ed5ba634-c487-4dcc-af58-c893fbdb6b80","v0003210f","orobanchaceae","agalinis","agalinis purpurea",NA,NA,NA,NA,NA,"1925","8","15","d. c. peattie","205fa34c-2fcb-4492-b992-972b18560f6f"
"004cd305-3b75-48df-a640-34cd3b86f7bb","17fb23c0-09fe-450a-8317-fe3f674ced91","uvmvt154329","orobanchaceae","castilleja","castilleja","united states",NA,NA,NA,NA,NA,NA,NA,NA,"3027c437-cdb3-4072-9410-5a46ec3b1fd5"
"004d07ec-c062-43ad-9455-24cd2ca9bbbd","urn:catalog:cas:bot-bc:693205","693205","orobanchaceae","castilleja","castilleja minor var. exilis","united states","california",NA,NA,"1949-09-01","1949","9","1","nobs, malcolm a.; smith, s. galen","26f7cbde-fbcb-4500-80a9-a99daa0ead9d"
"004d4243-8094-41d1-a9ff-3109ed4bc0d6","http://n2t.net/ark:/65665/306cbf8e5-8f24-47ca-a1f3-27983f0670c5","us 3049634","orobanchaceae","pedicularis","pedicularis labradorica","united states","alaska",NA,NA,NA,NA,NA,NA,"s. buttrick & t. ager","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"004d798f-3841-4371-94ee-b947698a060b","0c735dd3-ba8b-11e3-8cfe-90b11c41863e","212963","orobanchaceae","castilleja","castilleja sessiliflora","united states","oklahoma",-99.540259,35.95948,"1969-05-10","1969","5","10","charles h perino; janice perino","d7b285d4-2643-45ee-9302-b0c3d51dda5c"
"004d9903-31b9-4513-b4bf-e2d09a6f9d17","urn:catalog:mo:tropicos:2150292","2150292","orobanchaceae","lamourouxia","lamourouxia multifida","mexico","ciudad de méxico",-99.2141667,19.2691667,NA,"1980","8","14","miguel a. panti madero","5386d272-06c6-4027-b5d5-d588c2afe5e5"
"004dff51-c228-4135-b59e-8d8d9612d8d9","s:vascularplants:s-lk-97903","s-lk-97903","orobanchaceae","melampyrum","melampyrum nemorosum","sweden","uppland",NA,NA,"1897-07-06","1897","07","06","birger, selim","fc014977-92f7-47fd-92d7-b609c39d8212"
"004e002e-708e-477f-bbee-c3cac61ac064","ld:general:2004420","2004420","orobanchaceae","pedicularis","pedicularis recutita","switzerland","ticino",8.80845,46.29796,NA,"1895","07","11","j. bornmüller","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"004e793b-03af-4663-b933-3a678ccccb22","161602c7-169f-49f4-9086-f21e38c3988b","isc-v-0117557","orobanchaceae","phelipanche","orobanche ramosa","serbia",NA,NA,NA,NA,NA,NA,NA,"a. schott","531537fc-6349-4a20-ae42-540d61797086"
"004e9092-b044-4125-b1bd-7ac24e65723d","04a90a37-06fe-46ef-b290-100cb186b4de","94137","orobanchaceae","castilleja","castilleja tenuis","united states","nevada",-119.865661,39.194753,"1976-09-04","1976","9","4","a. tiehm; g. smith","e4ff51ba-5007-4c40-9a86-e8c6f4db77b7"
"004e9ec9-67e1-4edf-b405-b58e1cbe17c5","urn:catalog:mo:tropicos:3028953","3028953","orobanchaceae","esterhazya","esterhazya splendida","brazil","minas gerais",NA,NA,NA,"1836",NA,NA,"george gardner","5386d272-06c6-4027-b5d5-d588c2afe5e5"
"004ea8f3-261a-4cf1-a8b6-b7c991b5621b","ups:bot:v-195728","v-195728","orobanchaceae","melampyrum","melampyrum nemorosum","finland","regio aboensis",NA,NA,"1966-07-16","1966","7","16","i. kause & e. seikkula","62a36329-6b82-48bc-94d8-1cb9adb91ab5"
"004ebe38-3ee0-46a2-b044-0c0dfb9d7a18","ld:general:1164274","1164274","orobanchaceae","euphrasia","euphrasia stricta var. brevipila","denmark","sjælland",12.48305556,55.80444444,NA,"1879","06",NA,"p. hildebrandt","f778ecc0-8371-49d5-9ab1-9d75f0b76fad"
"004f40d5-20e0-4ec1-ae26-523916f1f9aa","8d91a7d2-92a4-4292-a220-b070c3fba37a","01425499","orobanchaceae","castilleja","castilleja pilosa var. longispica","united states","idaho",NA,NA,"1939-07-10",NA,NA,NA,"a. cronquist","36d35b23-113e-4633-90ec-19d265a3b5f6"
"004f42a8-02c4-4f07-b9bc-38948a9fb8cf","3b84dba2-41b8-4d2f-a898-d93d7092aec4","asc00043558","orobanchaceae","orobanche","orobanche fasciculata","united states","arizona",-112.216,36.714,"1985-05-30","1985","5","30","j. states","b531ea59-025d-4c29-9d23-99ae75bcd55f"
"004f75a5-c58a-450a-a2af-43397a8f6d74","urn:catalog:cas:bot-bc:924818","924818","orobanchaceae","castilleja","orthocarpus lithospermoides var. bicolor","united states","california",NA,NA,NA,"1915","5","28","heller, a. a.","26f7cbde-fbcb-4500-80a9-a99daa0ead9d"
"004f8213-8f8c-4192-97aa-a814d5bb14ba","s:vascularplants:s-eu-889","s-eu-889","orobanchaceae","euphrasia","euphrasia stricta","sweden","gotland",NA,NA,"1902-07-02","1902","07","02","sondén, m.","fc014977-92f7-47fd-92d7-b609c39d8212"
"004f9022-5e0c-4b46-8929-dce4a540b7af","f4dd246f-db00-4be4-9b2e-1da9d3c74998",NA,"orobanchaceae","castilleja","castilleja tenuiflora","mexico","chihuahua",NA,NA,"1977-07-31","1977","7","31","robert bye","d82fa49b-915e-4aa8-acc6-51df3d431884"
"004fa4ac-dcf5-4b14-a050-5d1ed67700f5","d51f7e1f-1a80-4809-8b45-99f5d0392fe1","1999.001","orobanchaceae","agalinis","agalinis tenuifolia","united states","louisiana",NA,NA,"1987-10-19","1987","10","19","r. dale thomas, field botany class","dd232f5c-7f53-48ec-9bb7-7205702c3dc8"
"004fcf58-4388-4fff-bae9-c9ac8e315675","urn:catalog:cas:bot-bc:241076","241076","orobanchaceae","castilleja","castilleja plagiotoma","united states","california",NA,NA,"1977-06-21","1977","6","21","shevock, james r.","26f7cbde-fbcb-4500-80a9-a99daa0ead9d"
"004ffd28-68bd-4823-afe5-1d9590d8cd98","5282c41a-f3df-4747-b515-86e8393fe35b","01533910","orobanchaceae","cordylanthus","cordylanthus kingii var. helleri","united states","nevada",-119.5011,38.7875,"1997-09-09",NA,NA,NA,"a. tiehm","36d35b23-113e-4633-90ec-19d265a3b5f6"
"005050ab-fd05-4e31-b5fa-5b5a06a6664a","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00598508","p00598508","orobanchaceae","orobanche","orobanche gracilis sm.","france","78 yvelines",NA,NA,"1910-5-26","1910","5","26","legris","616857b7-f952-44ef-9b6f-576dc1e65b51"
"00508bf1-40fc-4606-9608-e36f7aa2328f","https://data.biodiversitydata.nl/naturalis/specimen/l.2887017","l.2887017","orobanchaceae","pedicularis","pedicularis oederi",NA,NA,NA,NA,NA,NA,NA,NA,"wenck e","fabcdc12-9d29-4bd2-912b-176e71818144"
"00508fde-0780-4b7f-bdce-269818564efd","6f7175a4-b84c-420e-bd62-2c4a0d0cc962","nfld002019","orobanchaceae","euphrasia","euphrasia hudsoniana","canada","newfoundland and labrador",NA,NA,"1981-09-25","1981","09","25","langor, david w.","8400a716-0aef-4131-9e79-c8ad81d244ad"
"0050c612-52ce-4426-a328-d9dbdae4ee75","s:vascularplants:s-a14326-57","s-a14326-57","orobanchaceae","euphrasia","euphrasia rostkoviana","sweden","skåne",NA,NA,"2014-08-26","2014","08","26","nilsson, bengt","fc014977-92f7-47fd-92d7-b609c39d8212"
"0050dd5a-74a6-4303-893d-e626f7097c23","29f0c325-7319-45c8-9f1a-fc30c4dce40d","000065604","orobanchaceae","odontites","odontites","kazakhstan","tselinograd region",NA,NA,"1975-07-22","1975","7","22","kopyna, v.p.","7f497d81-4c7e-4e06-b166-a459968b14e3"
