"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"af22f7e4-5779-4f15-8772-cba38a862508","3e255d1a-27a5-11e3-8d47-005056be0003","lsu00031873","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1987-08-20","1987","8","20","nelwyn m. gilmore; latimore m. smith; richard martin","4523e216-ee13-4b15-a3f7-a6fd56431604"
"b0fe01dd-6d49-4733-bfc8-113151eaba1e","974c5431-7cc3-4ed6-b8e4-322519c823c3","3282227","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"b218f8cd-9fc2-44fb-86e7-1bc1de57243d","urn:uuid:c3b74ca7-ff26-4d73-8dc5-f2fef0f4b050","000084993","orobanchaceae","macranthera","macranthera flammea","united states","florida",-87.0179877986,30.73308062,"1990-09-29",NA,NA,NA,NA,"b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"b2ef7070-d6ba-4832-a522-275882b158a9","3e255766-27a5-11e3-8d47-005056be0003","lsu00031871","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1985-09-07","1985","9","7","lowell e. urbatsch; alan w. lievens; elizabeth m. harris; kittie s. derstine","4523e216-ee13-4b15-a3f7-a6fd56431604"
"b3423ae2-f525-4990-8217-c1bb916b63ea","3ac8e370-56cb-4217-a943-27ec8cdd91c0","10281","orobanchaceae","macranthera","macranthera flammea","united states","georgia",-85.065718,31.257343,"1947-08-12","1947","8","12","robert f. thorne","042dbdba-a449-4291-8777-577a5a4045de"
"b42477b8-bcc5-4963-9cba-2e850e22a1e4","a329deda-eb3a-43b1-9dfb-50b087d06913","no0107376","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1983-08-22","1983","8","22","samuel b. jones","4523e216-ee13-4b15-a3f7-a6fd56431604"
"b43cae1b-3831-4d30-ac9e-e84d01f306dc","745bcbb1-d7ad-4a56-9c2c-8aab8ae7e967","uwfp017233","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"e7016bd5-cb10-45b9-8959-0f5750f7a5db"
"b54b28b4-2e0d-4191-891d-7fd45adfe786","15f1e30c-005a-4c78-a6ea-8b72ffa16244","mmns031103","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1995",NA,NA,"steve w. leonard","1e798b2d-7f97-49b0-a864-79c968af91d3"
"b5ce6d86-8eb2-440b-8975-62d8a140e1e1","http://n2t.net/ark:/65665/3b8d525d4-edea-42af-973b-0d3ace0f19ea","us 394821","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1901-10-02","1901","10","2","a. h. curtiss","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"b668b3a7-4f68-4f09-8a59-0f6863750f02","e55167fa-b82f-435b-9812-291cefa459d1","21920","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1936-08-30","1936","8","30","h. foster","781fd581-7b93-471e-a025-413e4bcd8491"
"b67c6094-4cd0-4f8e-8e23-912b2bec02e4","36cc8537-08e3-43b3-a84d-8758b65dc018","55563","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,"1988",NA,NA,"richard carter","a6fb1ae5-990c-4c90-8570-4bcf1adb3f29"
"b77b0c8b-05d6-45f1-bfa6-d1c9d8001872","urn:uuid:60b1afb1-019b-45d1-8e36-0fe4a05d35a6","000084974","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.8830834555,30.2411375728,"1993-10-22",NA,NA,NA,"loran c. anderson","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"b794d306-5ae1-4830-bf4f-dfbe4d44fb32","43a2822d-ff04-4cf6-bf82-59f71540184b","3282218","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"b829e81c-781d-4bd5-ad4d-f668e80740e4","93ec3afc-774a-4204-b05b-b6cd10a2119e","miss0044318","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,NA,"1999",NA,NA,"j. r. macdonald","5e29dbcc-ce45-4f05-9bb0-212baffa8932"
"b8428dca-1ac1-4759-a158-3df911cd550c","0123cc92-b9d1-413c-bca4-727b6fcfcecb","252753","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1983-09-11","1983","9","11","angus k. gholson, jr.","781fd581-7b93-471e-a025-413e4bcd8491"
"b8dac303-3950-4b90-806d-e8500f35b122","d61094ef-563d-43e7-b943-71a61d2b84f6","ga278151","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1992-09-01","1992","9","1","james e. jenkins","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"b8db4a56-a965-493e-9f8c-1962ef43486c","064fb938-b25f-4757-a016-b79fb4d96c4a","mmns005008","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1981",NA,NA,"sidney mcdaniel; randy haynes","1e798b2d-7f97-49b0-a864-79c968af91d3"
"b9884928-c053-452d-a9e1-7e7ba2f237c3","592f6340-ff6d-11e2-9beb-001c23ce290f","usch0058833","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1968-09-02","1968","9","2","bozeman, john","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"b9e142bc-b93d-4154-99bf-2dac82d33ca6","4ce80ed2-16f0-4001-bdbc-30ba13d91c29","barcode-01880844","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"bb2d6b56-a6d8-4211-89f0-30af57f5e9e5","8c185fdc-ea83-4a06-9c51-16237c747576","brit319035","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"bc14107f-6089-4f65-807f-3f8e06d74b95","a21b50ae-b2ba-4eef-97fb-7d648481f1e9","49077","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1970",NA,NA,"f. h. sargent","a6fb1ae5-990c-4c90-8570-4bcf1adb3f29"
"bc3915ac-8dc0-485d-ba91-4f288135fa2f","c806751c-c459-4ce3-8e8d-f5165af83167","ga220867","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"bdbf7a68-2f40-47a5-8662-ce9c295ff230","361ca803-420d-47e0-9a9a-75dd19ab9993","uwfp017231","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"e7016bd5-cb10-45b9-8959-0f5750f7a5db"
"bf92386c-fbed-4899-9400-27284de5223b","73f2a36e-7ffa-4d25-8bd0-fe3640738c6c","139433","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,"1979-09-11","1979","9","11","walter s. judd","781fd581-7b93-471e-a025-413e4bcd8491"
"bfdc33a0-63d3-4cf6-960d-6179c5e492ed","9d831799-360c-4d8a-8bd2-3c41f2664492","3282233","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"bff2f234-fddc-4719-8dce-c11ffdb9ee14","http://n2t.net/ark:/65665/388daa164-de61-423f-9585-4f590d490f2e","us 3753182","orobanchaceae","macranthera","macranthera flammea","united states","alabama",-86.8197,31.0433,"2021-09-06","2021","9","6","m. t. strong & c. l. kelloff","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"c261e573-1f47-41d1-af24-937f77d20556","23759b73-b119-4df2-8138-2ba1d14ffc55","barcode-01880840","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,"1912-08-30","1912","8","30","f. w. pennell","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"c393789a-580a-4caf-842d-d63435731ee7","6d694d7a-2d93-4bc3-b9a8-6d7ba3243706","miss0044313","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1994",NA,NA,"d. wyrick with b. pessoney & r. harberts","5e29dbcc-ce45-4f05-9bb0-212baffa8932"
"c4858e4b-5894-48ed-bea8-966f0d4b0ea7","2f5ab81f-d671-4f2f-8bba-f8b142b4269e","lsu00135218","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,"1994",NA,NA,"alfred schotz","4523e216-ee13-4b15-a3f7-a6fd56431604"
"c495b053-ca9d-4374-bc61-6ad134bed031","9694866a-5f92-46b8-b257-0772b199cacd","ncu00056401","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1970",NA,NA,"rogers, ken e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"c6e47088-c355-4ac4-bbe3-9cfc7214a398","deb4923f-cfba-4244-891a-0a311638e362","brit319023","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"c729c536-0cb4-4469-a999-ae3ebad0201f","54df7f3e-65e2-40a3-bb74-527971cb2237","tenn-v-0196991","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,NA,NA,NA,NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f"
"c8941381-00e9-404b-a820-97613e0148a8","http://n2t.net/ark:/65665/324ca8aa1-c36b-4ab1-80ff-55e23a64ba0e","us 45986","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,"1878","1878",NA,NA,"c. t. mohr","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"c8c3cc77-5eed-4f29-bec6-1aefb279983e","739616c9-768f-4e95-a645-98e10b1eeb3b","252749","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1976-09-02","1976","9","2","angus k. gholson, jr.","781fd581-7b93-471e-a025-413e4bcd8491"
"c9478b1f-33e4-49c8-8ad3-75ad0f16c8d2","urn:uuid:2f6cca36-713c-4a23-82e1-24de606c328d","000084999","orobanchaceae","macranthera","macranthera flammea","united states","alabama",-88.2075233519,30.7926910092,"1996-05-07",NA,NA,NA,"loran c. anderson","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"c974624a-ee9c-4afb-9302-4433126136b8","8cbfadc5-5420-4bd1-851f-8521c72cb65f","252750","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1978-10-10","1978","10","10","angus k. gholson, jr.","781fd581-7b93-471e-a025-413e4bcd8491"
"c9bba9a6-8a0a-4a86-8a06-f15ae63f3d4e","56523b2e-aed7-46c8-9718-399a23dbfceb","140691","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1974-09-11","1974","9","11","l. c. anderson","f1cf8457-237e-487a-9d13-5de7d81b9de4"
"ca7a6e58-04cd-4e3d-b039-495ed958555c","fa74e510-6ec9-4597-97d9-e1fd6502c49f","tenn-v-0196987","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,NA,NA,NA,NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f"
"cadcb5c8-3e06-45c6-99a6-dc0f01dfcae4","urn:uuid:98495855-66d7-4168-bd24-6863ba209b73","000084968","orobanchaceae","macranthera","macranthera flammea","united states","florida",-85.1973585886,30.4058855955,"1964-09-06",NA,NA,NA,"r.k.  godfrey","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"cb2dfd7c-5f77-4b10-9373-e01c1a607169","ad79d358-f5bd-4e68-89e2-ec9993fc997b","ga085325","orobanchaceae","macranthera","macranthera flammea","united states","georgia",-84.006097,30.787346,"2010-09-29","2010","9","29","carter, r","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"ccd66ee4-ad49-465f-ac67-33ef6ced5976","86f4ddb7-f860-424c-828a-70fea5811c16","missa018741","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1994",NA,NA,"dan wyrick; mike duran","3056112e-97c6-4d0d-b6c2-3c0a9adaca24"
"cce32136-ba13-4b49-93c1-ff4cbe97f33d","aa688723-a8d2-4cbc-a122-0c5a21ae343c","missa018748","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1949",NA,NA,"delzie demaree","3056112e-97c6-4d0d-b6c2-3c0a9adaca24"
"ccf79fd1-acf7-4684-9c30-50ef80f9c580","b615bd83-ea54-43a1-a030-868aeba846b1","mmns030593","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1998",NA,NA,"steve w. leonard","1e798b2d-7f97-49b0-a864-79c968af91d3"
"ced0aaab-0c8e-4da3-bc26-c0cafda70bb1","a669f1c5-cb47-43e1-97ff-7e44d0c4df64","mmns023489","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"2004",NA,NA,"h.m. sullivan","1e798b2d-7f97-49b0-a864-79c968af91d3"
"cfd0eff2-3b37-4978-869e-fade9d9046f6","89e724c3-04ea-4cab-afd6-add2e2397ae5","no0107372","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1970-08-16","1970","8","16","deborah ziegler","4523e216-ee13-4b15-a3f7-a6fd56431604"
"cfdb5fa3-6b64-4fa5-aabc-f3849ee26969","4002a646-2aa7-4cb7-bf1e-70d82453ab60","182954","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,"1952-08-16","1952","8","16","d. demaree","f1cf8457-237e-487a-9d13-5de7d81b9de4"
"d0309d77-6899-4952-830a-c2e507c76513","903257b5-85f5-439f-a79e-916ebc4b5b4d","mmns006653","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1981",NA,NA,"ken l. gordon; john burris","1e798b2d-7f97-49b0-a864-79c968af91d3"
"d13cb29e-d239-4847-85e3-fb5695aac79a","3e255fe0-27a5-11e3-8d47-005056be0003","lsu00031874","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1936-09-27","1936","9","27","clair a. brown","4523e216-ee13-4b15-a3f7-a6fd56431604"
"d14c10ea-676b-469f-9cf8-ba311a16a8ab","4f65c531-da11-43fd-b020-dd58d238baba","ga220864","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"d14d4ee7-533e-4f5c-a175-c212106e4099","384a526b-1640-49f7-8565-3a648143df90","101248","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1971-08-21","1971","8","21","l. j. musselman, g.s. waggoner","f1cf8457-237e-487a-9d13-5de7d81b9de4"
"d2ef487a-3d22-4ed8-85e3-668d6fb60ea5","d629604a-5861-4892-a9b8-6a27773035fb","missa018747","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1955",NA,NA,"james d. ray, jr.","3056112e-97c6-4d0d-b6c2-3c0a9adaca24"
"d31ce974-1db4-45a3-b8a3-e8f4d2ebb5ab","9437a710-82fc-4c48-9c15-2dde4ac9af01","chrb0059904","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1968-09-02","1968","9","2","john r. bozeman","0bc60df1-a162-4173-9a73-c51e09031843"
"d320421b-8819-4755-abe2-7b8a196c5e0e","5648e1e4-4b15-4bd0-86d6-f42e76a983ba","tenn-v-0196992","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f"
"d38b7fc7-bcfe-480d-a027-6d837753f671","dfd3af05-52e2-4c86-a726-419d91451bb1","mmns007321","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1980",NA,NA,"ken l. gordon; john burris","1e798b2d-7f97-49b0-a864-79c968af91d3"
"d3e58302-c0d3-42e8-8d45-cc3fd01e717a","338c1a4c-13e0-46ba-93c1-86f02ea16448","uwfp017232","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"e7016bd5-cb10-45b9-8959-0f5750f7a5db"
"d3e68880-4aa9-4855-9049-04e3ed373430","7f228325-06fb-411e-a73d-c94967b50678","cm119982","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1968-09-02","1968","9","2","bozeman, j.r.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"d4a19787-ef1a-4cf2-9a80-7791cbc9a9d3","8793d533-efe6-41fb-bf9c-f1e9d0d782ef","251759","orobanchaceae","macranthera","macranthera flammea","united states","alabama",-87.083137,31.095623,"1968-08-17","1968","8","17","robert kral","d7b285d4-2643-45ee-9302-b0c3d51dda5c"
"d5426870-962c-43e9-bc0d-d608c1d3ef6b","d2dd5710-5cb3-4c17-8d4d-8d4512dcf1ef","251758","orobanchaceae","macranthera","macranthera flammea","united states","georgia",-82.614324,32.609738,"1983-08-22","1983","8","22","samuel b jones; nancy c coile; m moore; d white; b reed","d7b285d4-2643-45ee-9302-b0c3d51dda5c"
"d5995d93-3256-43fd-b882-42624e41bab4","d89d9ab3-7b1b-4e77-93c7-fb69da0dc550","31973000019137","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"2941b767-e90b-41b9-9627-6e589e0c0c85"
"d5a5a795-42d4-414a-b742-48e61dcfe54d","urn:uuid:47718d40-5e8d-48bb-846e-ae9a1e69c8d2","000085012","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",0,0,"1995-10-04",NA,NA,NA,"s. w. leonard","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"d5c091e5-4773-410e-9c36-42ac22fed26b","e39fc1b0-bf60-4b66-a420-3cacbd7f94d5","tenn-v-0196986","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,NA,NA,NA,NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f"
"d6cced0f-3bf7-471d-952e-728df498a4f3","58c0f84e-a94b-4989-a596-5d3511e7f811","brit319017","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"d6e7125f-d526-4781-97a9-ed2754d70f14","106f71a4-a346-4469-9655-3725692f118f","brit319057","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"d7c98e0b-132c-4773-b3d3-a598e33cb2d4","e2fb99bc-b0fc-4547-b977-f0c837c3ef76","barcode-01880862","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"d82f54d6-c896-4c50-a5ae-3f74be43d39f","http://n2t.net/ark:/65665/3218e1616-08ea-4da2-9635-171f2dcee4e9","us 587486","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1912-09-10","1912","9","10","f. w. pennell","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"da091220-7eed-459a-ace6-819b790b5261","25555603-ed6f-4ed0-8e1c-4683e0773e7f","miss0044315","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1994",NA,NA,"d. wyrick","5e29dbcc-ce45-4f05-9bb0-212baffa8932"
"da0e65e1-ffed-45ef-a66a-f31693a3a593","http://n2t.net/ark:/65665/3ec5ce584-d4eb-4c91-98ec-41be4e481048","us 2068142","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,"1950-07-17/1950-07-18","1950","7","17","g. l. webster & r. l. wilbur","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"da899d10-2515-438a-a284-6c32246c8523","dee45a49-1e8f-47c7-bfb9-1ff85e6dce56","mmns014323","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1995",NA,NA,"steve w. leonard","1e798b2d-7f97-49b0-a864-79c968af91d3"
"dab18fe7-4257-49ee-a09d-f286048b0b5d","a931f5d7-24de-40e2-9d15-580c0d737c63","gas510718","orobanchaceae","macranthera","macranthera flammea","united states","georgia",-82.015,32.1666667,"2005-10-14","2005","10","14","joiner, martha s.","98ece30d-bf85-4122-b872-7786031b457f"
"db3c61b5-b3bf-47a4-a1bc-89b0b5ac84c2","urn:uuid:aef77774-0fe7-11e3-80ec-0050569e004a","vsc0038186","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,"1985-09-03",NA,NA,NA,"sue a. thompson, joy h. nishida","76fd34da-4892-4821-858d-98fe9e28ba8b"
"dc78db40-9722-4306-b625-1b66e6f0810b","urn:uuid:b4fb0fa7-9891-45a8-aaa4-4d17f128d531","000084975","orobanchaceae","macranthera","macranthera flammea","united states","florida",-86.71474645,30.87717318,"1993-09-16",NA,NA,NA,"loran c. anderson","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"dd9ca002-47da-4ef7-8cc9-c828ff243b9d","e649e542-7ac1-4c0f-8d9b-efa985666971","mmns031591","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1987",NA,NA,"ken l. gordon; r.l. jones","1e798b2d-7f97-49b0-a864-79c968af91d3"
"df0f7555-8aee-4970-9fe7-a60d9f43cbf2","45acf26d-bba5-41e4-93de-c5aef9fb44e8","871","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1968-09-02","1968","9","2","bozemon, john r","ff89320d-e232-4edd-9cdd-4b6acc672ad3"
"df26c184-be79-453c-868a-7c396a942247","89f36ef4-5619-40ec-9e61-1d2d3399a743","39874","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1942-09-03","1942","9","3","l.t. nieland","781fd581-7b93-471e-a025-413e4bcd8491"
"dfe4ebb7-fc45-4395-921f-6e8a38b97cce","97a33799-bc03-44d6-b9c5-338ffacdfaf5","ncu00056298","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1967-08-31","1967","8","31","musselman, lytton","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"e0822ee8-9cf3-4946-b6e6-e0452d48cc51","urn:uuid:2771e048-a593-464d-8fb9-0d9c8312813c","000085009","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",-88.9920247507,31.1725832806,"1995-10-04",NA,NA,NA,"s. w. leonard","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"e13028cb-53f9-4eef-944a-c466c2e80af6","239d893a-d575-4879-8b1a-042f4d1722b5","nlu0302585","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1983-09-11","1983","9","11","charles m. allen","4523e216-ee13-4b15-a3f7-a6fd56431604"
"e14230c0-1ee7-4124-9355-279f9c0bba36","fa269628-e623-4047-a332-50945743310c","ncu00056404","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1970",NA,NA,"king, unknown","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"e15bd7d9-bc32-4d89-bb0c-30661d012ca0","4cc8ca48-9947-4a46-9c9a-efbac4d8a7e6","ind-0117268","orobanchaceae","macranthera","macranthera flammea","united states","georgia",-83.978781,30.836582,"1897-08-21","1897","8","21","samuel m. tracy","0dab1fc7-ca99-456b-9985-76edbac003e0"
"e31ada9e-a1ee-4214-840e-8fa9c54a9399","5c3154a0-3656-4408-807d-04f72df501e2","brit319039","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"e3220d60-6e69-444d-8cde-f785e433483f","urn:uuid:0beb6cd0-a36c-4e62-b5ef-da0a708ac74b","000085005","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",-89.4887949163,30.4170456107,"1970-09-16",NA,NA,NA,"sargent, -  burnett, -  king, -  parker, samuel b. jones","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"e47a31ba-59a6-422d-bd24-ade1b0820233","64bd0a14-f0ba-4890-9a7f-5c37707868d4","duke10115047","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"e4efc2ac-5864-4988-b2b2-1543c4db91c9","c9270db4-5c4b-49b8-8880-f87886fa6c63","brit319034","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"e5806ee5-f6ff-465f-b24b-696101d6e837","75fc1dab-3480-4656-a238-594d3c22e697","239000","orobanchaceae","macranthera","macranthera flammea","united states","alabama",-87.5833,30.5261,"1994-08-24","1994","8","24","s. l. orzell, e. l. bridges","f1cf8457-237e-487a-9d13-5de7d81b9de4"
"e631cff2-1a0a-4646-a569-f71139bb5992","622b5f58-2501-49d9-b3ad-84b92daaa3d8","barcode-01880856","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"e7cd7b73-9dc3-4210-8ba8-40bbf3416a30","3053500a-0537-43a7-a025-1d5aba1b02e0","3282234","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"e7d4fd71-7f9a-4cff-a43e-cd610a6177d4","urn:uuid:caaf79c7-f743-442f-b306-de1521c8c21a","000133798","orobanchaceae","macranthera","macranthera flammea","united states","florida",-86.88629,30.95772,"2016-09-13",NA,NA,NA,"loran c. anderson, m.  jenkins","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"ea1519e0-8676-42e1-a854-e6d8b6cdc3f2","2ed73d33-ac2c-4fa0-81ef-10ead62a6be8","barcode-01880860","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"eaf619b0-b635-4be6-9aeb-2f95bbc2f266","b0c7eac9-3f6b-4d98-9d77-d0b97b410179","barcode-01880858","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"ec1be92d-ff77-4a36-9ed8-f3214b7bc970","urn:uuid:f4072056-0553-4899-9cae-0b188908d58a","000084983","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.2776697551,30.4584597305,"1960-09-17",NA,NA,NA,"h. larry stripling","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"ecc493dc-9f9d-4102-adf5-4bfed9a9163b","dd1b6313-1bc3-41a9-9097-967033f85bc5","72846","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1955-09-03","1955","9","3","r.f. thorne & r.a. davidson","781fd581-7b93-471e-a025-413e4bcd8491"
"ed30925c-ef5c-4f0c-9e31-d2d96be86df8","ef179cc1-a75b-45dc-bf31-2285e67c5ace","gas021298","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,"1971",NA,NA,"musselman, l.; waggoner, g. s.","98ece30d-bf85-4122-b872-7786031b457f"
"eeb32907-ebc3-4afc-bb40-ea8296a3d66c","http://n2t.net/ark:/65665/3e109ba4a-7357-4c1f-8ea9-b805b670db8f","us 1325879","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,"1925-08-15","1925","8","15","f. coob","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
