"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"7999e7e5-b0b4-4d73-97cc-202b6c166f5e","d52d3900-6e11-4f50-8875-d00c5ecf6615","usms_000015528","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1976",NA,NA,"barnes, joel","c3134980-bf5c-49b8-a289-790d45f02c86"
"7b367eaa-2f1c-4b80-8b9c-005cb25bc4d2","3a8c9a0e-26a4-4839-ac99-70952c322f71","252751","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1979-09-15","1979","9","15","angus k. gholson, jr.","781fd581-7b93-471e-a025-413e4bcd8491"
"7c181f12-958c-4ca7-8f94-0f52423529b2","b0955745-98d5-4226-83af-254539c7ce67","miss0044310","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1986",NA,NA,"s. mcdaniel & p. e. nace","5e29dbcc-ce45-4f05-9bb0-212baffa8932"
"7c1c2000-8360-4657-aa8c-feb865cbe527","2b09925e-b7b9-4755-81a6-f7b1a419b6c2","mmns006361","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1981",NA,NA,"ken l. gordon; john burris","1e798b2d-7f97-49b0-a864-79c968af91d3"
"7cfdd6c4-7322-4777-9f37-5b4abacd22c9","c76277c6-434d-4f10-b94e-263675b06015","usms_000015523","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,NA,NA,NA,NA,NA,"c3134980-bf5c-49b8-a289-790d45f02c86"
"7d044a8b-3b2e-4e7f-9ee8-48e08a2b61ec","fb6c6afd-b86a-451e-9a62-86e631df4444","brit319060","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"7e2f9356-2183-4a76-a7ff-9f123b48be7f","urn:catalog:mo:tropicos:100634849","100634849","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1981","9","23","sidney t. mcdaniel|randy haynes","5386d272-06c6-4027-b5d5-d588c2afe5e5"
"7e9945a6-fb54-4439-b4c8-a415a5c4c767","798161ad-5d46-432f-8309-44c4c6240baf","79628","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1957-08-25","1957","8","25","e.s. ford","781fd581-7b93-471e-a025-413e4bcd8491"
"7f2f7602-984a-4083-a96d-18de6ab0b92f","http://n2t.net/ark:/65665/3fde44889-c19a-4658-9f1e-18be51abfe30","us 587470","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,"1912-08-30","1912","8","30","f. w. pennell","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"7f35dfe7-95a0-431e-83d0-260594c3bfbe","1e2d28b6-0747-46cc-852f-9d7eb8ad2a3b","3282231","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"80096f3c-4c36-4cce-8bd9-2b58bf834fb4","b8b512ad-98f8-49b0-b72d-7c487ec623a1","ncsc00106149","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"8065b698-3391-4c4a-8442-934e977bc3f0","ba4bbd51-0d4d-4dc9-861d-ab206adf4108","nlu0302583","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1987-08-20","1987","8","20","nelwyn m. gilmore","4523e216-ee13-4b15-a3f7-a6fd56431604"
"80e82810-afe5-47c9-9a50-4a2c3a6c4e07","4f331983-b972-4080-b129-decfac9cf43c","ga067901","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1952-10-09","1952","10","9","duncan, w","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"8146fb51-1b34-49ef-a205-b48b9cc4cfd7","8244455c-a79e-4b30-a713-63a1c8d20afe","ncu00056290","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,"1971",NA,NA,"little, jackie","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"81f8c9ae-95dc-42c3-b904-cdc75c5e7d4a","149dec36-b4a6-47f6-91a5-787d372f3fe4","16362","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,"1956-07-26","1956","7","26","j. d. ray, jr.","f1cf8457-237e-487a-9d13-5de7d81b9de4"
"823e3c79-5616-48e5-8749-34db7a4e3a5d","6d29283a-421b-4176-aa6a-2abdb339c3ad","baylu045704","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1986",NA,NA,"sidney mcdaniel; paul e. nace","667a12e7-c6d8-4de0-933f-ce2f07cb7a92"
"847124ed-1f56-4e52-8308-8c0cd0eaed54","44e28df2-87a9-40bf-9138-9ddfbfbcf5c3","tenn-v-0196989","orobanchaceae","macranthera","macranthera flammea","united states","georgia",-82.317837,32.625094,"1968-09-02","1968","9","2","john r. bozeman","d53132e6-7997-4850-8607-4fec5a3f9c3f"
"8494586e-6077-4a8a-b742-39f3d3c233c2","42fc5403-3964-45e7-896c-4e12f985ed8c","brit319044","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"86f4a4fe-4cb2-4385-b201-428d9b0cba83","0f7061d4-a5a9-40de-a553-c0dbdeecb70a","86365","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1968-09-02","1968","9","02","j. r. bozeman","f1cf8457-237e-487a-9d13-5de7d81b9de4"
"87e85b6e-2738-4dde-88d3-86a5b61d2f15","urn:uuid:ae1be297-de35-4d36-a24d-8c70861c0dae","ttrs_000009192","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.8830834555,30.2411375728,NA,NA,NA,NA,"robert k. godfrey","06c35934-1b75-4196-838d-29d509951bf9"
"886b484a-861d-47c1-9ccd-dd62847e0c48","dd9480c9-c558-4bcb-a6cd-2bd4ea05d9c3","ga220876","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"886d1ac1-bc33-4011-aab0-83df0f6e6863","9aa08028-ceca-44c6-b620-0a7ebc1d9a4a","gas510719","orobanchaceae","macranthera","macranthera flammea","united states","georgia",-82.015,32.1666667,"2005-10-14","2005","10","14","joiner, martha s.","98ece30d-bf85-4122-b872-7786031b457f"
"89adf69a-a892-4990-83f5-e4d9166456a7","f30ab48e-ee40-438e-8461-8ddb74e49b4f","barcode-01880859","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"89d693b3-3ede-44bf-8d1f-b7d3d5c75478","8749c21b-071e-4f01-8263-e7837924596e","missa018749","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1952",NA,NA,"r b channell","3056112e-97c6-4d0d-b6c2-3c0a9adaca24"
"8b42683e-6ac9-4e89-8be4-714d48df0059","434fe90f-1c50-41d9-a8f5-bc05b981e527","252746","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1968-09-22","1968","9","22","angus k. gholson, jr.","781fd581-7b93-471e-a025-413e4bcd8491"
"8bfe2d71-1f50-414e-b66e-2e2e8fd18029","be9aa45c-76f7-4685-81db-532265ce8e1b","ga067895","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1968-09-02","1968","9","2","bozeman, j","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"8c9d4ad3-6dfb-4ae5-a693-9d920db27c91","be20b33c-8814-4a80-ae14-a1d0df816f8a","usms_000015529","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1999",NA,NA,"john r. macdonald, randy warren, steve leonard","c3134980-bf5c-49b8-a289-790d45f02c86"
"8d087503-64e0-408b-96ec-913ad9794e4b","6b00fa38-9c6d-4e5a-bc8f-66e0f8f9525e","ga067902","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1975-09-21","1975","9","21","faircloth, w","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"8d58e5d9-7d91-48c3-ad54-3f52d5dee7e1","cd4c1a4f-55e1-43bd-b965-f386b089b390","251757","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",-89.02698,30.39853,"1950-08-18","1950","8","18","delzie demaree","d7b285d4-2643-45ee-9302-b0c3d51dda5c"
"8d6c41c0-be3b-4091-be93-36f4eba37934","45fb2696-27a5-11e3-8d47-005056be0003","lsu00094956","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,"1982",NA,NA,"james r. burkhalter","4523e216-ee13-4b15-a3f7-a6fd56431604"
"8ed1769f-95bc-40bb-93f9-823184a7382d","urn:uuid:82eddedf-e165-41a3-a451-6c0daf41340c","000084969","orobanchaceae","macranthera","macranthera flammea","united states","florida",-85.1973585886,30.4058855955,"1964-09-06",NA,NA,NA,"r.k.  godfrey","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"8f0780ae-c64b-404b-af31-b742316c1f29","28b0542a-2873-497b-a64f-762a07c80047","usms_000015526","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1989",NA,NA,"wooten, jean","c3134980-bf5c-49b8-a289-790d45f02c86"
"8f219220-4f49-4a9a-a7d9-abce3635bc0d","b9ac0662-2381-4278-8a69-94ba0974b6b9","ncu00056292","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,"1974",NA,NA,"anderson, loran","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"8ff9648d-1ab1-4600-bc50-0adad79b23d2","http://ids.gsw.edu/herbarium/norris/00012252","00012252","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"341611f4-8b65-4655-b244-9be91a1109cd"
"90b454ce-3102-45d6-a042-52163adb6335","urn:uuid:5e60c428-2ef7-4396-a91a-4e65f1d87407","000084994","orobanchaceae","macranthera","macranthera flammea","united states","florida",-86.5979943145,30.714402608,"1971-10-19",NA,NA,NA,"r.k.  godfrey","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"91022d19-c5c3-4142-adcc-c2d938ffa8fd","urn:uuid:29ef7ec2-57e2-4a37-ab3e-992e9919f378","000085006","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",-88.9920247507,31.1725832806,"1995-10-04",NA,NA,NA,"s. w. leonard","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"917d03cf-35ec-4fad-be2c-7b9087bf1d50","urn:uuid:c923c3de-13ca-46e8-b2a8-5056cdd2075c","ttrs_000009193","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.8830834555,30.2411375728,NA,NA,NA,NA,"robert k. godfrey","06c35934-1b75-4196-838d-29d509951bf9"
"9206fac9-06ff-442d-a6d6-1ea2e6fc603e","56a4a6ba-4069-4fc4-82c9-b8565ecfc8c1","3282230","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"92bfc2bd-b52f-47cf-968c-33022830aea4","0a8647dc-29e9-44fa-9f93-a16ba225c12d","ncu00056403","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1952",NA,NA,"demaree, delzie","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"940b14b3-3540-4351-bba1-5e83cec5590d","19ac7d06-8a24-4e74-9a43-fadbf43f1f9a","missa018742","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1949",NA,NA,NA,"3056112e-97c6-4d0d-b6c2-3c0a9adaca24"
"951cfecb-b30d-4e16-921d-c088dd479138","urn:uuid:d6d8d2fb-ad9d-4f2e-8b79-1bc2ba201f03","000084977","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.2776697551,30.4584597305,"1960-09-17",NA,NA,NA,"h. larry stripling","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"959c9670-026c-4600-98d7-0d278b071174","a0b87272-44d4-4ed2-9978-e94376d4f13a","tenn-v-0196988","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f"
"95bcb08f-5d29-4e1c-a736-2053ca9cd1b8","b95b45c8-f702-4052-9925-613711b2009e",NA,"orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1975-09-13","1975","9","13","r. dale thomas","89693a5e-f87f-401f-aab0-085253760615"
"95dbca14-2fa1-4026-82a3-12d621854677","98a7d16b-613c-4ed1-83ee-357a8cde26ae","nlu0302584","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1985-09-07","1985","9","7","lowell e. urbatsch; alan lievens, elizabeth harris, kittie derstine","4523e216-ee13-4b15-a3f7-a6fd56431604"
"97adf3f3-2719-47ff-a932-6e5a4a5dc579","9254c2ac-e85b-46ca-8b7e-5b168742fa96","usms_000015532","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1995",NA,NA,"leonard , steve; rosso, sam","c3134980-bf5c-49b8-a289-790d45f02c86"
"97e0c2ae-0c6a-4935-b910-7119e821f30d","5d7659d6-ff6d-11e2-9beb-001c23ce290f","usch0058836","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,"1993",NA,NA,"anderson, loran","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"985b0ede-e22b-4097-b74e-3aecd5523148","8a58e34f-1da3-489e-af83-4d1bc4e3c279","missa018743","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1949",NA,NA,"delzie demaree","3056112e-97c6-4d0d-b6c2-3c0a9adaca24"
"9868e0fa-6641-476d-a3b6-6532b39f7681","urn:uuid:9afb0bf2-abcb-481b-add3-ee5a0c530b50","000085011","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",-88.9920247507,31.1725832806,"1995-10-04",NA,NA,NA,"s. w. leonard","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"98b16538-0f54-4497-a324-c9630199cd74","550f31f4-6509-4ebf-a776-2aa0963677a2","barcode-01880851","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,"1878-08","1878","8",NA,"c. t. mohr","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"995432fc-f1c5-4958-84e0-c9669e0af40e","ca677b88-51a5-4171-9e66-8c58c01743ce","uwfp017230","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"e7016bd5-cb10-45b9-8959-0f5750f7a5db"
"9989a6ce-c866-4379-946c-2d209c28516f","a39752e6-1027-4f04-b222-f546f2c3489d","brit319061","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"998ab5fb-16c5-4133-9730-8e62d5fad2e0","http://n2t.net/ark:/65665/32343bcda-5894-4f80-b3a9-5bdb1a8116d9","us 1071677","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,"1919-07","1919","7",NA,"e. graves","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"99e26848-e152-4795-ba4e-6fafe77e3390","urn:uuid:68a62c72-6624-483a-bd3c-e5919e5ddc95","vsc0066758","orobanchaceae","macranthera","macranthera flammea","united states","georgia",-83.7640667,31.3494,"2007-09-27",NA,NA,NA,"richard carter, w. baker","76fd34da-4892-4821-858d-98fe9e28ba8b"
"9a5a118e-3954-450c-9b2a-b7df3df1611a","https://data.biodiversitydata.nl/naturalis/specimen/u.1726764","u.1726764","orobanchaceae","macranthera","macranthera flammea","united states",NA,NA,NA,"1971-08-21",NA,NA,NA,"musselman lj; waggoner g","fabcdc12-9d29-4bd2-912b-176e71818144"
"9a5daa7a-bc8b-4e4d-8eac-edae5d6717c0","8e1192f9-507c-453d-8432-7265b4a42ceb","usms_000015527","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1993",NA,"0","rosso, sam","c3134980-bf5c-49b8-a289-790d45f02c86"
"9a5f7177-0916-4b89-bf06-7ac1d853a656","urn:uuid:b2665d73-bc4a-4b27-b203-23d1dbce0d09","000084976","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.2776697551,30.4584597305,"1960-09-17",NA,NA,NA,"h. larry stripling","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"9a97c8a7-3ef4-4939-b889-57cd9fd7e58f","7b9ab553-e406-4a1d-9510-7b39b0f8fe2f","brit319015","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"9b4a9b1d-df52-42bd-a774-5b40cbd0073d","4b38ca75-b3ec-48b4-b2d7-6f4df72c915e","ga220868","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"9ddba6ea-66b2-408d-bf04-c55a5464e9d2","1da76a32-ee42-471c-9148-54c256c7d169","ncu00056297","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1967-08-31","1967","8","31","musselman, lytton","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9e74b62d-dff7-4c7d-bbc2-90fe162d63a5","87373dab-7c42-4296-ba0a-65b2eaaf91bb","ncu00056402","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1995",NA,NA,"leonard, steven worth","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9f2aac4c-d4f7-4b5f-bcb5-908424b40538","1db64942-fa38-44f1-9376-c523fa58c806","usms_000015531","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1995",NA,NA,"rosso, sam; leonard , steve","c3134980-bf5c-49b8-a289-790d45f02c86"
"a002c5d8-b5b2-4fed-af63-55a2f6ae557f","urn:uuid:742bdb77-aa6f-49ab-874b-fa26f6493993","000085003","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",-90.0409764314,30.8534149322,"1967-10-28",NA,NA,NA,"john w. thieret","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"a00a60f0-313c-4de3-8ecb-51aec3099fed","e044dd7a-5ee8-4424-8a8b-bedc63187099","brit319033","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"a026ae33-997f-4db8-8391-89c1bff6ca81","b8b02cc5-1d6f-458d-b0db-507804619e33","ncu00056291","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,"1971",NA,NA,"musselman, lytton","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"a0c57a2f-e5f6-4113-b13c-9f9194583a64","urn:uuid:47109620-e12b-40c1-8bdd-cfa9fa41191b","000084979","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.2776697551,30.4584597305,"1959-09-19",NA,NA,NA,"r.k.  godfrey","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"a1c4718c-9d63-4dd0-b4e3-91bbcc1241e2","f32ff785-a8cd-4536-bb19-edf96ce16a16","ga220873","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"a1e9a358-d3ad-4c02-89c9-fa7f2e2c94af","8bc5dfce-1357-4ec2-bc64-de8f7d275386","212236","orobanchaceae","macranthera","macranthera flammea","united states","alabama",-87.5833333,30.5261111,"1994-08-24","1994","8","24","steve l. orzell and edwin l. bridges","781fd581-7b93-471e-a025-413e4bcd8491"
"a227811f-08c4-4e82-b961-df5cd573085f","a22f1d13-bcc2-4744-9ce0-914cc351d421","brit319037","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"a2a43c25-ee5d-4db9-a745-d180b27aa8bf","45fb23bc-27a5-11e3-8d47-005056be0003","lsu00094955","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,"1971",NA,NA,"clair a. brown","4523e216-ee13-4b15-a3f7-a6fd56431604"
"a396d7a1-7c39-4776-8e6f-7b7c4c3d686d","1df198ba-c1fd-45d5-8b5b-fb3a84586b7e","3282236","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"a410a330-7abd-497b-8fd7-47b4953ada01","9df3dfd2-6331-4c44-a2b1-bb989d2b8908","brit628945","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"2019-09-07","2019","9","7","richard carter","72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"a4604fec-8f05-4fb4-8e58-373665b0c098","11a75b50-5d21-42c9-aa09-c89b50ae9545","asu0117455","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1975-09-21","1975","9","21","w.r. faircloth","40250f4d-7aa6-4fcc-ac38-2868fa4846bd"
"a490aa94-d097-4339-98fc-02073e6a81c8","urn:uuid:68a846e6-90ff-49b4-88ef-ea41c3d8d7b7","000084984","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.2776697551,30.4584597305,"1960-09-17",NA,NA,NA,"h. larry stripling","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"a5e126e7-9a9a-4be8-b504-a46f320fdac2","acb77ebb-9451-4770-9937-577d04f50abe","ncsc00106150","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"a6353421-9048-43b8-8e06-2c7d58dd6aa8","fb56faae-ac57-422d-899b-32645b4d3f49","no0107373","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1967-08-31","1967","8","31","lytton j. musselman","4523e216-ee13-4b15-a3f7-a6fd56431604"
"a688b071-fb2a-46d3-a75c-5cb6ee1d5566","urn:uuid:127374eb-061a-47d7-9834-9cb31e540819","000084990","orobanchaceae","macranthera","macranthera flammea","united states","florida",-84.99311797,30.13023509,"1974-09-11",NA,NA,NA,"loran c. anderson","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"a68e9365-65df-45ac-b2e5-ecabfe6b29a2","http://n2t.net/ark:/65665/3102bd01c-c2b0-40fb-80d5-183a4902780c","us 691332","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,"1885-09-16","1885","9","16","j. donnell smith","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"a71338e6-720f-4c69-9ddd-7fc71a15f8e0","http://ids.gsw.edu/herbarium/norris/00012251","00012251","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,NA,"341611f4-8b65-4655-b244-9be91a1109cd"
"a78c6c8d-a461-431f-ab69-623302a20142","78048d1e-6ada-4866-871e-36faaf0446d1","3282217","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"a791c72d-161a-4a7b-bcbb-541d17d71cfd","3e821e82-01ad-4779-bf95-c0e5a17e97a8","barcode-01880841","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,NA,NA,NA,NA,"[illegible]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"a7b3f408-857c-4d30-a0f6-61d891d65483","48106082-4725-4147-8d03-017fcf7dc732","brit319020","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"a828e722-273f-47f2-a438-d4271e177cc9","urn:uuid:e4c1994d-a6a2-4fad-8c73-369389c82c2a","000085000","orobanchaceae","macranthera","macranthera flammea","united states","alabama",-87.728016336,30.7350803046,"1964-09-26",NA,NA,NA,"sidney  mcdaniel","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"a82a93de-6a93-4285-abd3-167b2931edac","fdccfe8c-8cd5-4842-87b4-c0286b8c98f9","usch0058832","orobanchaceae","macranthera","macranthera flammea","united states","alabama",NA,NA,NA,"2012",NA,NA,"keener, brian; diamond, alvin; keener, tracy","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"a852f6e6-ca5c-4d91-8088-03e4d980680b","65629376-5812-4b31-983c-7c39bdc6901b","ncu00056300","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",NA,NA,"1967-08-31","1967","8","31","musselman, lytton","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"a8735a50-3807-475b-93cb-acf19ea4141f","aec0d6d5-9a8c-4cc3-ac12-16e8cabd974b","missa018745","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",NA,NA,NA,NA,NA,NA,"s h rollins","3056112e-97c6-4d0d-b6c2-3c0a9adaca24"
"a8ae305e-5927-4313-aa7b-80bbf8a74ace","urn:uuid:aef76c70-0fe7-11e3-80ec-0050569e004a","vsc0038187","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1954-09-04",NA,NA,NA,"wilbur h. duncan","76fd34da-4892-4821-858d-98fe9e28ba8b"
"a8b01629-daa4-4633-b26f-714522ffe7a6","0ec378b0-4714-4377-bcd8-fbfd2d509650","45561","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,"1946-09-13","1946","9","13","w.b. tisdale","781fd581-7b93-471e-a025-413e4bcd8491"
"a8c7d92f-91a1-455c-b2e6-55b5c9a4d450","c61b605b-daae-4bab-b011-e3246efb52a4","barcode-01880846","orobanchaceae","macranthera","macranthera flammea","united states","florida",NA,NA,NA,NA,NA,NA,"[data not captured]","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"aa79bab0-c1f3-4f6c-9c6b-cb752c5ad3f9","0aadb18e-bae6-465a-9b61-bcc2dd8ae2af","usch0053715","orobanchaceae","macranthera","macranthera flammea","united states","louisiana",-89.807673,30.973767,"1975-09-13","1975","9","13","thomas, dale; botany class 403 1975","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"ab47ff5f-c9ea-4f74-afeb-221f8573c4d3","urn:uuid:2e493191-7e81-4855-b151-e6619da66a77","000085010","orobanchaceae","macranthera","macranthera flammea","united states","mississippi",-88.9920247507,31.1725832806,"1995-10-04",NA,NA,NA,"s. w. leonard","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
"adfeb292-0530-441a-966b-c2d2f1d74eb1","2d593d1e-aabc-4ce5-881b-0c4a5b9d0a54","3282220","orobanchaceae","macranthera","macranthera flammea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"aec738fe-41f4-40d6-b350-20a05f8b2cb2","ef222346-36a6-4356-b147-66871ae5d527","gas021299","orobanchaceae","macranthera","macranthera flammea","united states","georgia",NA,NA,"1968-09-02","1968","9","2","bozeman, john r.","98ece30d-bf85-4122-b872-7786031b457f"
"aef021c3-66fb-46f6-b5c0-d4fdef19ee60","urn:uuid:2c218097-0be7-4081-a162-250fbba55d3e","000084982","orobanchaceae","macranthera","macranthera flammea","united states","florida",-86.163022797,30.6593262262,"1956-09-23",NA,NA,NA,"r.  kral, r.k.  godfrey","b2b294ed-1742-4479-b0c8-a8891fccd7eb"
