"Achillea.millefolium","Achnatherum.sp.","Agoseris.sp.","Androsace.septentrionales","Anemone.multifida","Aquilegia.coerulea","Artemisia.dracunculus","Astragalus.alpinus","Boechera.stricta","Botrychium.sp.","Bromus.inermis","Campanula.petiolata","Carex.sp...obtusata..geyeri.","Carex.pityophila","Carex.sp...chalciolepis..ebenea..egglestonii..hoodii.","Castilleja.septentrionalis","Chenopodium.atrovirens","Cirsium.griseum","Cymopterus.lemmonii","Dactylis.glomerata","Danthonia.parryi","Delphinium.barbeyi","Delphinium.nuttalianum","Deschampsia.cespitosa","Draba.spectabilis","Elymus.lanceolatus","Eremogone.congesta","Erigeron.coulteri","Erigeron.leiomerus","Erigeron.speciosus","Erigeron.subtrinervis","Eriogonum.umbellatum.majus","Fragaria.virginiana","Frasera.speciosa","Galium.boreale","Gentiana.parryi","Helianthella.quinquenerva","Heterotheca.sp.","Hymenoxys.hoopesii","Ipomopsis.aggregata","Lathyrus.lanszwertii","Lomatium.triternatum","Lupinus.argenteus","Maianthemum.stellatum","Mertensia.brevistyla","Moehringia.sp.","Noccaea.fendleri","Oreochrysum.parryi","Phleum.alpinum","Poa.alpina","Poa.compressa","Poa.fendleriana","Poa.pratensis","Polygonum.sp.","Populus.balsamifera","Potentilla.glaucophylla","Potentilla.pulcherrima","Pyrrocoma.crocea","Sedum.lanceolatum","Senecio.crassulus","Sibbaldia.procumbens","Solidago.multiradiata","Silene.drummondii","Solidago.multiradiata.1","Taraxacum.officinale","Thalictrum.fendleri","Trisetum.canescens","Trisetum.spicatum","Valeriana.edulis","Valeriana.occidentalis","Vicia.americana","Viola.adunca","species"
0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.02,0,0,0,0,0.03,0,0,0.2,0,0,0,0,0,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.02,0,0,0.1,0,0,0,0,0,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.02,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,"C. septentrionalis"
0.04,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.01,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.04,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0.08,0,0,0,0,0,0,"C. septentrionalis"
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.04,0,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0,0,"C. septentrionalis"
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.08,0,0,0,0,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0,0.35,0.12,0,0,0,0,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0,0,0,0,0,0,0.35,0.15,0,0,0,0,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,0,0,0,0,0,0,0,0.5,0.15,0,0,0,0,0,0,"C. septentrionalis"
0.01,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.12,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,"C. septentrionalis"
0.005,0.02,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.2,0,0,0,0,0,0,0,0.12,0.08,0,0,0,0,0,0,"C. septentrionalis"
0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.08,0,0,0,0,0,0,0,0.35,0.08,0,0,0,0,0,0,"C. septentrionalis"
0,0,0.03,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.15,0.1,0,0,0,0,0,0,"C. septentrionalis"
0.05,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,"C. septentrionalis"
0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0,0,0,0,0,"C. septentrionalis"
0.04,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.35,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,"C. septentrionalis"
0.05,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,"C. septentrionalis"
0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.12,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,"C. septentrionalis"
0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.04,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,"C. septentrionalis"
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.02,0,0,0,0,0,0,0,0.15,0.03,0,0,0,0,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.65,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,"C. septentrionalis"
0.09,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.07,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,"C. septentrionalis"
0.01,0.03,0.01,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.15,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.01,0,0,0,0,0,0,0,0.45,0.07,0,0,0,0,0,0.005,"C. septentrionalis"
0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.3,0,0,0,0,0,0,0,0.45,0.02,0,0,0,0.05,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.01,"C. septentrionalis"
0.03,0.005,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0.23,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.005,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.005,"C. septentrionalis"
0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.05,0,0,0,0.03,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.01,"C. septentrionalis"
0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.07,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0.04,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0.1,0,0,0,0,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0.08,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,"C. septentrionalis"
0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.16,0,0,0,0,0.005,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.25,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.02,"C. septentrionalis"
0,0,0.03,0,0,0,0,0,0,0.005,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.02,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.04,0,0,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0.005,0,0,0,0,0,0.03,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0.17,0,0.06,"C. septentrionalis"
0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.15,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.6,0,0,0,0,0,0,0,0.35,0,0,0,0,0.07,0,0.1,"C. septentrionalis"
0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.45,0,0,0,0,0.03,0,0,"C. septentrionalis"
0.04,0,0.02,0,0,0,0,0,0,0,0,0,0.06,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.07,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.7,0,0,0,0,0.12,0,0,"C. septentrionalis"
0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0,0,0.2,0,0,0,0,0,0,0,0.45,0,0,0,0,0.09,0,0,"C. septentrionalis"
0,0.02,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.08,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.08,"C. septentrionalis"
0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.01,0,0.2,0,0,0.06,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.06,0,0,0,0,0,0,0,0.6,0,0,0,0,0.02,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0.12,0,0,0,0,0,0,0,0.25,0.06,0,0,0,0.1,0,0,"C. septentrionalis"
0,0.01,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.1,0,0,0,0.04,0,0,0,0,0,0,0,0.09,0,0,0.11,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.02,0,0.15,0,0,0,0.06,0,0,0,0,0,0,0.02,0.6,0,0,0.03,0,0.01,0,0,"C. septentrionalis"
0,0.04,0.01,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.08,0,0,0,0,0,0,0,0.22,0,0,0,0,0.35,0,0,"C. septentrionalis"
0,0.04,0.03,0,0,0,0,0,0,0,0.05,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.18,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.01,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.04,0.3,0,0,0,0,0,0,0,"C. septentrionalis"
0,0.02,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.04,0,0,"C. septentrionalis"
0,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.04,0,0,"C. septentrionalis"
0,0,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.01,0,0,0,0,0,0.05,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.005,"C. septentrionalis"
0.01,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.01,"C. septentrionalis"
0.03,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.02,0,0,0.16,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.01,"C. septentrionalis"
0.25,0.02,0.04,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0.1,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0.06,0,0,0,0.13,0,0,0,0,0,0,0.03,0.25,0,0,0,0,0,0,0,"C. septentrionalis"
0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,"C. septentrionalis"
