"species","decimalLongitude","decimalLatitude","countryCode","stateProvince","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","datasetName"
"Silphium compositum",-81.4223,32.1838,"US","Georgia",NA,3709837250,"Asteraceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","GA",""
"Coreopsis major",-84.128504,32.20158,"US","Georgia",NA,3709846742,"Asteraceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.14575,33.806217,"US","Georgia",NA,3709846916,"Poaceae","SPECIES",966,1894,"PRESERVED_SPECIMEN","GA",""
"Asclepias tuberosa",-84.538572,34.236582,"US","Georgia",NA,3709933562,"Apocynaceae","SPECIES",4425,1948,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-81.811267,31.117883,"US","Georgia",NA,4015887795,"Poaceae","VARIETY",NA,2007,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.152681,33.8933,"US","Georgia",NA,4030705304,"Poaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-82.501395,33.518586,"US","Georgia",NA,4030704306,"Poaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.642423,33.622735,"US","Georgia",NA,4030705311,"Poaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","GA",""
"Packera anonyma",-83.334789,33.887,"US","Georgia",NA,4132081312,"Asteraceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","GA",""
"Silphium compositum",-81.4223,32.1838,"US","Georgia",NA,3709970663,"Asteraceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","GA",""
"Silphium compositum",-81.4223,32.1838,"US","Georgia",NA,3709970773,"Asteraceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.14575,33.806217,"US","Georgia",NA,3709840877,"Poaceae","SPECIES",966,1995,"PRESERVED_SPECIMEN","GA",""
