"Species","x","y","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19"
"Cfasc",-81.6041666666667,30.6875,19.9899997711182,9.82866668701172,37.866641998291,593.02734375,32.0120010375977,6.05599975585938,25.9560012817383,26.7320003509521,13.6426668167114,26.9120006561279,12.3873329162598,1298,179,61,35.5546722412109,488,226,448,251
"Cfasc",-81.6041666666667,30.8125,20.0396671295166,10.2200002670288,38.2599563598633,602.768798828125,32.4680023193359,5.75600004196167,26.7120018005371,26.8840007781982,16.8700008392334,27.0806674957275,12.2966661453247,1294,170,63,34.1261253356934,479,229,449,259
"Cfasc",-81.6041666666667,31.0208333333333,19.7276668548584,10.8093338012695,39.0397758483887,616.541809082031,32.6720008850098,4.98400020599365,27.6879997253418,26.7466659545898,16.4839992523193,26.9613342285156,11.8226661682129,1293,170,64,33.3143768310547,472,228,458,268
"Cfasc",-81.6041666666667,31.3541666666667,19.4186668395996,11.6059999465942,40.6828384399414,625.049377441406,32.9959983825684,4.46799993515015,28.5279979705811,26.8226661682129,16.017333984375,26.8226661682129,11.438666343689,1290,177,64,33.7782897949219,473,218,473,274
"Cfasc",-81.6041666666667,31.4791666666667,19.341833114624,11.8109998703003,40.9138145446777,629.220153808594,33.1319999694824,4.26399993896484,28.8680000305176,26.8139991760254,15.8846664428711,26.8139991760254,11.3186664581299,1285,175,64,33.5647163391113,473,217,473,275
"Cfasc",-81.6041666666667,31.6875,19.2278327941895,12.1070003509521,41.3208198547363,638.385986328125,33.2999992370605,4,29.2999992370605,26.8286666870117,15.6360006332397,26.8286666870117,11.0946674346924,1262,169,62,32.8207321166992,460,209,460,274
"Cfasc",-81.6041666666667,31.7708333333333,19.3063335418701,12.1833333969116,41.4286346435547,641.846496582031,33.4480018615723,4.03999996185303,29.4080009460449,26.9459991455078,15.6393337249756,26.9459991455078,11.1206665039062,1247,166,62,32.7777938842773,454,205,454,269
"Cfasc",-81.6041666666667,32.0625,18.9018325805664,12.1409997940063,41.0279808044434,652.703125,33.3359985351562,3.74399995803833,29.5919990539551,26.7186660766602,15.0920000076294,26.7186660766602,10.6126670837402,1216,158,61,30.4726886749268,433,203,433,269
"Cfasc",-81.6041666666667,32.3125,18.7203330993652,12.5419998168945,41.6179962158203,663.490173339844,33.4080009460449,3.2720000743866,30.1360015869141,26.6546669006348,14.8233337402344,26.6546669006348,10.283332824707,1206,150,61,27.9247989654541,418,206,418,280
"Cfasc",-81.6041666666667,32.3541666666667,18.640998840332,12.6006660461426,41.6578483581543,665.544067382812,33.4080009460449,3.16000008583069,30.2480010986328,26.6086654663086,14.7193336486816,26.6086654663086,10.1919994354248,1207,148,61,27.5266628265381,416,207,416,283
"Cfasc",-81.6041666666667,32.4791666666667,18.5795001983643,12.8910007476807,42.0011749267578,672.204833984375,33.568000793457,2.87600016593933,30.6920013427734,26.6286659240723,14.6059999465942,26.6286659240723,10.0426664352417,1210,144,60,26.4786205291748,409,209,409,292
"Cfasc",-81.6041666666667,32.8541666666667,18.1378326416016,13.5896663665771,43.0597763061523,690.208129882812,33.6920013427734,2.13199996948242,31.560001373291,26.46533203125,13.9426670074463,26.46533203125,9.42866706848145,1187,137,62,24.3306121826172,389,213,389,294
"Cfasc",-81.6041666666667,33.0208333333333,17.9478340148926,13.8943328857422,43.2575759887695,703.543518066406,33.6279983520508,1.50800001621246,32.1199989318848,26.3799991607666,18.5553340911865,26.3799991607666,9.00666618347168,1185,134,64,22.877140045166,382,219,382,297
"Cfasc",-81.6041666666667,33.4375,17.3316669464111,14.2586669921875,42.906436920166,728.002075195312,33.6479988098145,0.416000008583069,33.2319984436035,26.1393337249756,17.818000793457,26.1393337249756,8.14333343505859,1192,125,68,20.4405479431152,369,229,369,307
"Cfasc",-81.6041666666667,33.4791666666667,17.2068328857422,14.1676664352417,42.7406387329102,727.091430664062,33.515998840332,0.368000000715256,33.1479988098145,26.0153331756592,17.7146663665771,26.0153331756592,8.04199981689453,1197,124,69,20.2447986602783,370,231,370,308
"Cfasc",-81.6041666666667,33.6875,16.9950008392334,14.1540002822876,42.2204971313477,741.874328613281,33.5960006713867,0.0720000043511391,33.5240020751953,25.9933338165283,17.4806671142578,25.9933338165283,7.64333343505859,1195,123,72,19.0836505889893,361,238,361,310
"Cfasc",-81.6041666666667,33.9375,16.4718341827393,13.7749996185303,41.3465003967285,746.305725097656,33.1160011291504,-0.200000002980232,33.3160018920898,25.5740013122559,11.9379997253418,25.5740013122559,7.12466669082642,1202,122,77,16.8637542724609,348,254,348,311
"Cfasc",-81.6041666666667,33.9791666666667,16.4879989624023,13.8039999008179,41.3541030883789,748.299072265625,33.1599998474121,-0.219999998807907,33.3800010681152,25.6166667938232,11.9320001602173,25.6166667938232,7.11866664886475,1199,122,77,16.5675182342529,344,254,344,311
"Cfasc",-81.6041666666667,34.1041666666667,16.5324993133545,13.820333480835,40.9758453369141,760.698181152344,33.4000015258789,-0.328000009059906,33.7280006408691,8.50466728210449,11.938666343689,25.8199996948242,7.03200006484985,1194,122,77,15.8722696304321,341,257,336,309
"Cfasc",-81.6041666666667,34.2291666666667,16.2264995574951,13.7796659469604,40.8117141723633,762.889709472656,33.1079978942871,-0.656000018119812,33.7639961242676,8.19933319091797,11.5633335113525,25.5453338623047,6.69600009918213,1208,123,78,14.7411766052246,344,264,331,311
"Cfasc",-81.6041666666667,34.3541666666667,16.1148338317871,13.7250003814697,40.7850952148438,761.405090332031,32.9799995422363,-0.671999990940094,33.6520004272461,8.12733364105225,20.0973339080811,25.4206657409668,6.59133338928223,1205,124,78,14.0799427032471,345,268,322,311
"Cfasc",-81.6041666666667,34.7708333333333,15.7266664505005,13.6253337860107,40.0933799743652,774.108703613281,32.6119995117188,-1.37199997901917,33.984001159668,7.58466672897339,19.796667098999,25.1793327331543,6.04666662216187,1224,128,81,11.782133102417,346,279,319,313
"Cfasc",-81.6041666666667,34.8125,15.5860004425049,13.5313329696655,40.0287933349609,771.835205078125,32.4039993286133,-1.39999997615814,33.8040008544922,7.4520001411438,19.6299991607666,25.013334274292,5.93533325195312,1238,129,82,11.4531393051147,347,284,323,315
"Cfasc",-81.6458333333333,30.0625,20.5729999542236,10.2693338394165,40.7577934265137,550.569885253906,32.4640007019043,7.26800012588501,25.1960010528564,26.7906665802002,17.8166675567627,26.9233322143555,13.4733333587646,1281,174,61,38.9431953430176,493,212,478,243
"Cfasc",-81.6458333333333,30.1041666666667,20.6655006408691,9.90966606140137,39.7722969055176,552.354858398438,32.4560012817383,7.53999996185303,24.9160003662109,26.9020004272461,17.9126663208008,27.0380001068115,13.539999961853,1283,173,60,38.6642799377441,494,213,475,245
"Cfasc",-81.6458333333333,30.1458333333333,20.6493339538574,9.81066703796387,39.4446258544922,554.746704101562,32.4039993286133,7.53200006484985,24.8719997406006,26.9120006561279,17.8686676025391,27.0486679077148,13.492000579834,1285,172,60,38.5017127990723,495,215,473,244
"Cfasc",-81.6458333333333,30.1875,20.6931667327881,9.61233329772949,38.8911361694336,556.68798828125,32.3759994506836,7.65999984741211,24.7159996032715,26.9759998321533,17.9086666107178,27.1126670837402,13.507999420166,1289,173,60,38.6223793029785,498,216,473,242
"Cfasc",-81.6458333333333,30.2708333333333,20.783332824707,9.67999935150146,38.7820472717285,563.967895507812,32.4560012817383,7.49599981307983,24.9600009918213,27.1286678314209,17.9253330230713,27.2893333435059,13.4913330078125,1298,177,60,37.7423057556152,498,220,467,248
"Cfasc",-81.6458333333333,30.3125,20.9048328399658,10.114333152771,39.5647506713867,570.165893554688,32.7000007629395,7.13600015640259,25.564001083374,27.2980003356934,17.9433326721191,27.4693336486816,13.5173330307007,1300,178,60,36.9150886535645,494,223,461,252
"Cfasc",-81.6458333333333,30.4791666666667,20.4283332824707,9.48066711425781,37.4907760620117,580.531860351562,31.9879989624023,6.69999980926514,25.2879981994629,26.996000289917,14.184666633606,27.1713333129883,12.9586668014526,1312,186,60,37.294189453125,502,223,457,247
"Cfasc",-81.6458333333333,30.5208333333333,20.2269992828369,9.35333347320557,37.0282402038574,583.381713867188,31.8079986572266,6.5479998588562,25.2599983215332,26.8493328094482,13.9713335037231,27.0233325958252,12.7386665344238,1312,186,60,37.2801704406738,503,223,456,247
"Cfasc",-81.6458333333333,30.6041666666667,20.0860004425049,9.66533374786377,37.3987503051758,592.306091308594,31.9759998321533,6.13199996948242,25.8439998626709,26.8193321228027,13.7306671142578,26.9886665344238,12.4833335876465,1307,182,61,36.2492065429688,496,225,453,249
"Cfasc",-81.6458333333333,30.6875,19.9751663208008,9.99300003051758,38.1937026977539,594.336547851562,32.0919990539551,5.92799997329712,26.1639995574951,26.7413330078125,13.6020002365112,26.9173336029053,12.3579998016357,1301,176,61,35.4147911071777,489,226,453,252
"Cfasc",-81.6458333333333,30.8541666666667,19.8398342132568,10.5390005111694,38.9928932189941,605.231689453125,32.4680023193359,5.44000005722046,27.0280017852783,26.7306671142578,16.6273326873779,26.9313354492188,12.0799999237061,1300,167,63,33.9980354309082,481,227,459,262
"Cfasc",-81.6458333333333,30.9375,19.7548332214355,10.7790002822876,39.3107261657715,610.229248046875,32.5879974365234,5.16799974441528,27.4199981689453,26.7013320922852,16.5319995880127,26.9053325653076,11.9233331680298,1298,169,64,33.4612464904785,476,226,461,266
"Cfasc",-81.6458333333333,30.9791666666667,19.7613334655762,10.8926668167114,39.2726669311523,615.121704101562,32.7319984436035,4.99599981307983,27.7359981536865,26.7679996490479,16.5266666412354,26.9733333587646,11.8706665039062,1295,170,64,33.353889465332,473,226,462,268
"Cfasc",-81.6458333333333,31.0208333333333,19.7255001068115,11.0063333511353,39.4661979675293,617.085388183594,32.7919998168945,4.9040002822876,27.8880004882812,26.7553329467773,16.478666305542,26.970666885376,11.8133335113525,1294,171,63,33.3641929626465,472,225,463,270
"Cfasc",-81.6458333333333,31.0625,19.6366672515869,11.1313333511353,39.7661209106445,617.391296386719,32.7480010986328,4.75600004196167,27.992000579834,26.6713333129883,16.3719997406006,26.8933334350586,11.7226667404175,1295,173,63,33.4685745239258,472,225,467,270
"Cfasc",-81.6458333333333,31.1041666666667,19.6140003204346,11.203332901001,39.9035949707031,618.509826660156,32.8079986572266,4.73199987411499,28.0759983062744,26.664665222168,16.3320007324219,26.8913326263428,11.6893329620361,1291,173,64,33.4816246032715,470,224,467,269
"Cfasc",-81.6458333333333,31.1875,19.5424995422363,11.4429998397827,40.4003639221191,621.918640136719,32.9200019836426,4.5959997177124,28.3240013122559,26.8859996795654,16.2099990844727,26.8859996795654,11.5819997787476,1292,175,64,33.4878616333008,471,222,471,272
"Cfasc",-81.6458333333333,31.3125,19.4249992370605,11.7593336105347,41.0820770263672,624.1904296875,33.023998260498,4.40000009536743,28.6239986419678,26.8139991760254,16.033332824707,26.8139991760254,11.4566669464111,1291,177,64,33.8002090454102,477,219,477,273
"Cfasc",-81.6458333333333,31.3541666666667,19.4098339080811,11.8183326721191,41.1903419494629,624.700378417969,33.0919990539551,4.40000009536743,28.6919994354248,26.8139991760254,16.0066661834717,26.8139991760254,11.4359998703003,1294,177,64,33.6413917541504,478,219,478,276
"Cfasc",-81.6458333333333,31.3958333333333,19.3931674957275,11.9469995498657,41.3448219299316,627.647583007812,33.1879997253418,4.29199981689453,28.8959999084473,26.8393325805664,15.9540004730225,26.8393325805664,11.3826665878296,1292,177,64,33.7146873474121,478,217,478,277
"Cfasc",-81.6458333333333,31.8541666666667,19.2223339080811,12.1820001602173,41.3509826660156,645.185241699219,33.492000579834,4.03200006484985,29.4600009918213,26.9213333129883,15.5180006027222,26.9213333129883,11.0046663284302,1231,161,61,32.0121765136719,444,202,444,269
"Cfasc",-81.6458333333333,31.9375,19.0795001983643,12.0050001144409,41.0174903869629,644.204223632812,33.3320007324219,4.06400012969971,29.2680015563965,26.7819995880127,15.3619995117188,26.7819995880127,10.8900003433228,1222,160,60,31.56223487854,438,200,438,269
"Cfasc",-81.6458333333333,32.0625,18.9093322753906,12.1519994735718,41.0596046447754,651.890930175781,33.3559989929199,3.75999999046326,29.5959987640381,26.7193336486816,15.1006669998169,26.7193336486816,10.6353330612183,1211,156,61,29.8651752471924,428,203,428,271
"Cfasc",-81.6458333333333,32.3541666666667,18.7329998016357,12.680666923523,41.7841949462891,666.713989257812,33.515998840332,3.16799998283386,30.3479995727539,26.6893329620361,14.8059997558594,26.6893329620361,10.2453336715698,1203,146,61,26.9235668182373,411,208,411,286
"Cfasc",-81.6458333333333,32.5625,18.4541664123535,13.0509996414185,42.3403854370117,674.998596191406,33.5559997558594,2.73200011253357,30.8239994049072,26.5606670379639,14.4299993515015,26.5606670379639,9.91533374786377,1207,140,61,25.3820400238037,401,211,401,296
"Cfasc",-81.6458333333333,32.6041666666667,18.3530006408691,13.1519994735718,42.5025863647461,678.38427734375,33.5,2.55599999427795,30.9440002441406,26.4893341064453,14.315333366394,26.4893341064453,9.77066707611084,1210,140,62,24.9864482879639,400,213,400,297
"Cfasc",-81.6458333333333,32.6875,18.2238330841064,13.2683334350586,42.6305541992188,681.552062988281,33.4879989624023,2.36400008201599,31.1239986419678,26.4120006561279,14.163332939148,26.4120006561279,9.60933303833008,1204,139,62,24.9097309112549,397,212,397,296
"Cfasc",-81.6458333333333,32.7708333333333,18.1860008239746,13.4513330459595,42.8331832885742,687.3974609375,33.6319999694824,2.2279999256134,31.4039993286133,26.4646663665771,14.0586671829224,26.4646663665771,9.51133346557617,1200,138,63,24.0975456237793,392,215,392,297
"Cfasc",-81.6458333333333,32.9791666666667,17.8781661987305,13.7810001373291,43.1411209106445,700.417358398438,33.5400009155273,1.59600007534027,31.9440002441406,26.3013324737549,18.4853324890137,26.3013324737549,9.00666618347168,1184,134,63,22.7527561187744,380,218,380,298
"Cfasc",-81.6458333333333,33.5208333333333,17.175666809082,14.1479997634888,42.6041946411133,730.920715332031,33.4959983825684,0.288000017404556,33.2080001831055,26.0139999389648,17.7026672363281,26.0139999389648,7.95800018310547,1210,124,71,19.6391906738281,370,235,370,312
"Cfasc",-81.6458333333333,33.8541666666667,16.5603332519531,13.7980003356934,41.4453926086426,743.44873046875,33.0919990539551,-0.200000002980232,33.2919998168945,25.5846672058105,17.0920009613037,25.5846672058105,7.21799993515015,1213,123,77,16.9539546966553,352,253,352,315
"Cfasc",-81.6458333333333,33.9791666666667,16.4553337097168,13.8479995727539,41.3323745727539,751.395263671875,33.1920013427734,-0.312000006437302,33.5040016174316,8.5493335723877,11.8879995346069,25.6193332672119,7.04666662216187,1204,123,78,16.168083190918,344,256,343,312
"Cfasc",-81.6458333333333,34.0625,16.5156669616699,13.956000328064,41.2704048156738,759.604614257812,33.4280014038086,-0.388000011444092,33.8160018920898,8.53266620635986,11.8753337860107,25.7933330535889,7.01933336257935,1192,122,78,15.9543924331665,342,255,336,310
"Cfasc",-81.6458333333333,34.1458333333333,16.3846664428711,13.8413333892822,41.0770797729492,758.452880859375,33.2880020141602,-0.407999992370605,33.6960029602051,8.39066696166992,11.7813339233398,25.6526660919189,6.9026665687561,1197,122,78,15.0833158493042,342,260,332,310
"Cfasc",-81.6458333333333,34.4375,15.9426670074463,13.7506666183472,40.7789611816406,763.076171875,32.9000015258789,-0.819999992847443,33.7200012207031,7.92266702651978,19.9020004272461,25.2779998779297,6.40666675567627,1197,124,79,13.3308181762695,344,268,315,310
"Cfasc",-81.6458333333333,34.7291666666667,15.7043333053589,13.6826667785645,40.2289390563965,773.630859375,32.6199989318848,-1.39199995994568,34.0119972229004,7.58066654205322,19.775333404541,25.1479988098145,6.03866672515869,1222,128,81,11.8000154495239,347,278,316,314
"Cfasc",-81.6458333333333,34.8125,15.5501670837402,13.5729999542236,40.0951194763184,771.78271484375,32.3959999084473,-1.4559999704361,33.8520011901855,7.43200016021729,19.5913333892822,24.978666305542,5.90000009536743,1237,129,82,11.3639688491821,348,284,321,316
"Cfasc",-81.6458333333333,34.9791666666667,15.3529996871948,13.6333332061768,40.1405410766602,773.259521484375,32.2639999389648,-1.70000004768372,33.9640007019043,7.23199987411499,15.8573331832886,24.7939987182617,5.67133331298828,1256,129,84,10.8078956604004,345,291,331,316
"Cfasc",-81.6875,30.0208333333333,20.6665000915527,10.889666557312,42.4250679016113,549.422119140625,32.7159996032715,7.0479998588562,25.6679992675781,26.8466663360596,17.8746662139893,27.0026664733887,13.5799999237061,1275,175,61,39.6026000976562,492,207,482,241
"Cfasc",-81.6875,30.1041666666667,20.7369995117188,10.4253330230713,41.044620513916,554.090209960938,32.7080001831055,7.30800008773804,25.3999996185303,26.9806671142578,17.9300003051758,27.1259994506836,13.5880002975464,1287,175,59,38.8971786499023,496,211,479,247
"Cfasc",-81.6875,30.1458333333333,20.7338333129883,10.1236667633057,40.2179641723633,556.285888671875,32.6240005493164,7.4520001411438,25.1720008850098,27.0060005187988,17.9160003662109,27.1493339538574,13.5553331375122,1287,175,59,39.0742874145508,498,211,478,244
"Cfasc",-81.6875,30.2708333333333,20.8166675567627,10.0480003356934,39.5964698791504,566.508056640625,32.6640014648438,7.28800010681152,25.3760013580322,27.1826667785645,17.8946666717529,27.3579998016357,13.4946670532227,1301,176,60,38.2793121337891,503,218,473,247
"Cfasc",-81.6875,30.3541666666667,20.8251667022705,10.3896675109863,39.8927459716797,576.293273925781,32.8080024719238,6.76399993896484,26.044002532959,27.2940006256104,17.7453327178955,27.5020008087158,13.3813333511353,1304,178,60,36.9484214782715,496,222,463,251
"Cfasc",-81.6875,30.4375,20.5128326416016,9.7363338470459,38.1637382507324,580.549743652344,32.2000007629395,6.6879997253418,25.5120010375977,27.0666675567627,14.2426662445068,27.2633323669434,13.039999961853,1312,183,60,37.4799499511719,504,222,463,247
"Cfasc",-81.6875,30.5625,20.0871658325195,9.54300022125244,37.3356819152832,589.010437011719,31.8239994049072,6.26399993896484,25.5599994659424,26.7866668701172,13.7513332366943,26.9580001831055,12.5339994430542,1316,182,60,36.7400283813477,503,226,461,251
"Cfasc",-81.6875,30.6458333333333,19.9775009155273,9.98699951171875,38.3113403320312,593.3154296875,32.0439987182617,5.97599983215332,26.0679988861084,26.734001159668,16.7919998168945,26.9113330841064,12.3726663589478,1309,176,61,35.659782409668,495,227,459,253
"Cfasc",-81.6875,30.6875,19.9589996337891,10.1926670074463,38.6906547546387,595.49365234375,32.1800003051758,5.83599996566772,26.3439998626709,26.7373332977295,16.7693328857422,26.9166660308838,12.3226671218872,1308,173,61,35.2622451782227,492,227,460,255
"Cfasc",-81.6875,30.7291666666667,19.949499130249,10.2870006561279,38.7311782836914,597.699096679688,32.2799987792969,5.71999979019165,26.5599994659424,26.7526664733887,16.771333694458,26.9353332519531,12.2846670150757,1305,169,62,34.7028007507324,488,226,460,257
"Cfasc",-81.6875,30.8125,19.869499206543,10.646333694458,39.3259963989258,603.589538574219,32.5,5.42799997329712,27.07200050354,26.7346668243408,16.6480007171631,26.9360008239746,12.1273336410522,1302,167,63,33.9131393432617,482,226,461,262
"Cfasc",-81.6875,30.8958333333333,19.7735004425049,10.8529996871948,39.7080383300781,605.452880859375,32.5879974365234,5.25600004196167,27.3319969177246,26.6766662597656,16.5573329925537,26.8833332061768,12.0193338394165,1303,170,63,33.6428718566895,479,225,466,266
"Cfasc",-81.6875,30.9375,19.751501083374,10.9676666259766,39.7609710693359,609.024597167969,32.6840019226074,5.09999990463257,27.5840015411377,26.6940002441406,16.5300006866455,26.9006671905518,11.9460000991821,1300,171,64,33.5386009216309,477,225,467,267
"Cfasc",-81.6875,31.0208333333333,19.6788330078125,11.1936664581299,40.0116767883301,614.864318847656,32.8199996948242,4.84400033950806,27.9759998321533,26.6886672973633,16.4206657409668,26.9060001373291,11.800666809082,1296,173,63,33.5675430297852,473,223,470,269
"Cfasc",-81.6875,31.3541666666667,19.3891658782959,12.0883331298828,41.7992172241211,624.736511230469,33.1920013427734,4.27200031280518,28.9200019836426,26.8000011444092,15.9846668243408,26.8000011444092,11.4173336029053,1293,178,64,34.0424690246582,483,218,483,276
"Cfasc",-81.6875,31.5625,19.298999786377,12.0973329544067,41.7034378051758,628.450988769531,33.2999992370605,4.29200029373169,29.007999420166,26.7846660614014,15.797999382019,26.7846660614014,11.3059997558594,1278,172,62,33.4660491943359,473,212,473,278
"Cfasc",-81.6875,31.6458333333333,19.2028331756592,12.2670001983643,41.924129486084,634.759765625,33.3320007324219,4.07200002670288,29.2600002288818,26.7740001678467,15.6206665039062,26.7740001678467,11.1300001144409,1266,168,62,32.7661476135254,464,211,464,277
"Cfasc",-81.6875,31.6875,19.2159996032715,12.3733329772949,42.0404090881348,638.250732421875,33.423999786377,3.99200010299683,29.431999206543,26.8240013122559,15.5993328094482,26.8240013122559,11.0799999237061,1261,166,62,32.282470703125,459,210,459,278
"Cfasc",-81.6875,31.9375,19.0125007629395,12.0936660766602,41.1965751647949,645.522399902344,33.3279991149902,3.97200012207031,29.3559989929199,26.736665725708,15.2826671600342,26.736665725708,10.8086671829224,1219,158,61,30.771614074707,434,202,434,272
"Cfasc",-81.6875,32.0208333333333,18.9143333435059,12.1359996795654,41.122257232666,650.345031738281,33.3079986572266,3.7960000038147,29.511999130249,26.6986656188965,15.1246671676636,26.6986656188965,10.6546669006348,1213,156,62,29.6256294250488,428,205,428,272
"Cfasc",-81.6875,32.0625,18.8713340759277,12.1599998474121,41.1255416870117,651.3115234375,33.3159980773926,3.74799990653992,29.5679988861084,26.6773319244385,15.0766668319702,26.6773319244385,10.6026668548584,1210,155,62,29.2803134918213,425,205,425,273
"Cfasc",-81.6875,32.2708333333333,18.8355007171631,12.6370000839233,41.7779693603516,663.449951171875,33.5999984741211,3.35199999809265,30.2479991912842,26.767333984375,14.9466667175293,26.767333984375,10.3920001983643,1201,147,61,26.9690570831299,411,209,411,282
"Cfasc",-81.6875,32.6458333333333,18.2773342132568,13.2553329467773,42.6435890197754,680.333374023438,33.5040016174316,2.42000007629395,31.0840015411377,26.4353332519531,14.2466669082642,26.4353332519531,9.66600036621094,1205,138,62,24.3294200897217,394,214,394,298
"Cfasc",-81.6875,32.8125,18.1233329772949,13.5959997177124,43.0634727478027,690.607177734375,33.6640014648438,2.09200000762939,31.5720024108887,26.4446659088135,13.9580001831055,26.4446659088135,9.40733337402344,1189,136,62,23.7077045440674,386,215,386,296
"Cfasc",-81.6875,33.2291666666667,17.494499206543,13.9390001296997,42.8365097045898,715.953796386719,33.5400009155273,1,32.5400009155273,26.1520004272461,18.0793323516846,26.1520004272461,8.46133327484131,1177,128,66,20.5778350830078,366,223,366,299
"Cfasc",-81.6875,33.3958333333333,17.3004989624023,14.1536664962769,42.8587303161621,726.069519042969,33.523998260498,0.5,33.023998260498,26.0713329315186,17.8453330993652,26.0713329315186,8.12933349609375,1194,125,68,19.9930000305176,366,228,366,308
"Cfasc",-81.6875,34.7708333333333,15.5845003128052,13.7249994277954,40.3723983764648,772.453552246094,32.5359992980957,-1.46000003814697,33.9959983825684,7.489333152771,19.6280002593994,25.0306663513184,5.94399976730347,1226,128,82,11.2420682907104,346,281,316,314
"Cfasc",-81.6875,34.9375,15.3889999389648,13.6500005722046,40.1943473815918,773.083374023438,32.3040008544922,-1.65600001811981,33.9599990844727,7.26599979400635,10.6626672744751,24.8339996337891,5.71199989318848,1255,130,84,10.8999786376953,347,291,328,317
"Cfasc",-81.7291666666667,30.0208333333333,20.5100002288818,11.7919998168945,44.2376937866211,553.587707519531,32.8520011901855,6.19600009918213,26.6560020446777,26.732666015625,17.6066665649414,26.9073333740234,13.3760004043579,1284,177,61,39.5486755371094,495,208,487,245
"Cfasc",-81.7291666666667,30.0625,20.5195007324219,11.2863340377808,42.998836517334,554.706604003906,32.7519989013672,6.50400018692017,26.2479991912842,26.7706661224365,17.6326675415039,26.9333343505859,13.3786668777466,1287,177,60,39.5538101196289,497,206,486,246
"Cfasc",-81.7291666666667,30.1041666666667,20.6411666870117,11.0376672744751,42.2575263977051,557.973571777344,32.8440017700195,6.72399997711182,26.120002746582,26.9306678771973,17.7433338165283,27.0866661071777,13.449333190918,1288,175,59,38.7798843383789,494,209,482,249
"Cfasc",-81.7291666666667,30.1875,20.7631664276123,11.0083332061768,42.0550651550293,562.774475097656,32.939998626709,6.76399993896484,26.1759986877441,27.0893325805664,17.796667098999,27.2639999389648,13.5,1293,173,60,38.1503410339355,495,213,477,250
"Cfasc",-81.7291666666667,30.3125,20.7819995880127,10.7933330535889,41.0580215454102,574.393737792969,32.9200019836426,6.63199996948242,26.2880020141602,27.2293338775635,17.7019996643066,27.4386672973633,13.3666667938232,1305,174,61,37.3326225280762,498,218,472,251
"Cfasc",-81.7291666666667,30.3958333333333,20.5578327178955,10.2223329544067,39.4745674133301,578.180419921875,32.4799995422363,6.58400011062622,25.8959999084473,27.0799999237061,17.4486656188965,27.2880001068115,13.1173334121704,1313,179,60,37.6663246154785,505,220,471,249
"Cfasc",-81.7291666666667,30.4375,20.3716659545898,9.97266674041748,38.8101921081543,581.182678222656,32.1800003051758,6.48400020599365,25.6959991455078,26.953332901001,17.236665725708,27.1440010070801,12.9073333740234,1315,180,60,37.676700592041,507,222,470,249
"Cfasc",-81.7291666666667,30.4791666666667,20.1783332824707,9.67199993133545,38.0607566833496,582.911743164062,31.8640003204346,6.4520001411438,25.4120006561279,26.8026657104492,13.8920001983643,26.9846668243408,12.7013330459595,1322,182,60,37.7242774963379,511,222,471,248
"Cfasc",-81.7291666666667,30.5625,20.0866661071777,9.83400058746338,38.1399307250977,588.922485351562,31.9680004119873,6.18400001525879,25.7840003967285,26.783332824707,16.9053325653076,26.9693336486816,12.5380001068115,1317,179,60,36.9393920898438,505,224,467,250
"Cfasc",-81.7291666666667,30.6041666666667,20.0143337249756,9.95533275604248,38.3901519775391,590.670471191406,32.023998260498,6.0920000076294,25.931999206543,26.7393321990967,16.8326663970947,26.9259986877441,12.4460000991821,1315,176,61,36.2876663208008,501,224,466,252
"Cfasc",-81.7291666666667,30.6875,19.9396667480469,10.3979997634888,39.237735748291,595.688293457031,32.2719993591309,5.77199983596802,26.5,26.7233333587646,16.7233333587646,26.9119987487793,12.3106670379639,1315,170,62,34.9519424438477,494,227,467,259
"Cfasc",-81.7291666666667,30.7708333333333,19.8928337097168,10.6203327178955,39.4631881713867,600.358032226562,32.4599990844727,5.5479998588562,26.9119987487793,26.7259998321533,16.6860008239746,26.9226665496826,12.191333770752,1310,170,63,34.2399978637695,487,225,468,262
"Cfasc",-81.7291666666667,30.8541666666667,19.7546653747559,10.934666633606,40.0419921875,604.811157226562,32.5599975585938,5.2519998550415,27.3079986572266,26.6499996185303,16.5246658325195,26.8540000915527,12.0120000839233,1302,171,63,34.2490653991699,482,221,470,262
"Cfasc",-81.7291666666667,30.9375,19.7401657104492,11.1736669540405,40.3090438842773,608.323608398438,32.7719993591309,5.05200004577637,27.7199993133545,26.6806659698486,16.5013332366943,26.8939990997314,11.9479999542236,1305,173,64,33.5887870788574,478,223,473,268
"Cfasc",-81.7291666666667,31.0625,19.625,11.5526657104492,40.833683013916,616.225769042969,32.9560012817383,4.66400003433228,28.2920017242432,26.8840007781982,16.343334197998,26.8840007781982,11.7326669692993,1299,176,63,33.9405708312988,479,220,479,271
