"species","decimalLongitude","decimalLatitude","countryCode","stateProvince","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","datasetName"
"Eryngium yuccifolium",-84.233889,33.793203,"USA","Georgia",NA,4908269321,"Apiaceae","SPECIES",9,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.40062,33.778903,"USA","Georgia",NA,3903176645,"Apiaceae","SPECIES",4,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.32505,33.98703,"USA","Georgia",NA,4925930736,"Apiaceae","SPECIES",NA,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.299944,34.634722,"USA","Georgia",NA,4162095188,"Apiaceae","SPECIES",NA,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.574675,34.873729,"USA","Georgia",NA,3858849749,"Apiaceae","SPECIES",NA,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.40047,33.77898,"USA","Georgia",NA,4936767909,"Apiaceae","SPECIES",4,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.48925,33.991028,"USA","Georgia",NA,2826142935,"Apiaceae","SPECIES",5,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-85.205795,34.304592,"USA","Georgia",NA,3859739565,"Apiaceae","SPECIES",4,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-81.389321,31.223273,"USA","Georgia",NA,3321059439,"Apiaceae","SPECIES",65,2021,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-85.412806,34.88351,"USA","Georgia",NA,4172180356,"Apiaceae","SPECIES",4,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-85.47767,34.786353,"USA","Georgia",NA,2579297720,"Apiaceae","SPECIES",4,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
