"species","decimalLongitude","decimalLatitude","countryCode","stateProvince","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","datasetName"
"Eryngium yuccifolium",-83.724889,33.118721,"USA","Georgia",NA,3903463630,"Apiaceae","SPECIES",570,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-81.565839,31.281376,"USA","Georgia",NA,3888706315,"Apiaceae","SPECIES",3965,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-85.581009,34.965055,"USA","Georgia",NA,4901037833,"Apiaceae","SPECIES",28762,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.537163,33.098717,"USA","Georgia",NA,1099974470,"Apiaceae","SPECIES",NA,2015,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.69996,34.889083,"USA","Georgia",NA,4436060233,"Apiaceae","SPECIES",28762,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.723729,33.112975,"USA","Georgia",NA,3858954283,"Apiaceae","SPECIES",219,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.1351,34.184287,"USA","Georgia",NA,4171995150,"Apiaceae","SPECIES",21,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.530774,32.492293,"USA","Georgia",NA,3873933674,"Apiaceae","SPECIES",50,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-85.146768,34.963526,"USA","Georgia",NA,2626558722,"Apiaceae","SPECIES",28762,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.400508,33.779106,"USA","Georgia",NA,3903498442,"Apiaceae","SPECIES",4,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-81.874834,32.290638,"USA","Georgia",NA,2803151429,"Apiaceae","SPECIES",17,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.400593,33.778828,"USA","Georgia",NA,3903180437,"Apiaceae","SPECIES",77,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.249047,30.782212,"USA","Georgia",NA,2864648721,"Apiaceae","SPECIES",5,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.393039,31.176878,"USA","Georgia",NA,2331862336,"Apiaceae","SPECIES",NA,2019,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-81.81373,31.929082,"USA","Georgia",NA,4901998924,"Apiaceae","SPECIES",NA,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.400709,33.778806,"USA","Georgia",NA,4936909768,"Apiaceae","SPECIES",4,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-81.896641,30.838497,"USA","Georgia",NA,4910689412,"Apiaceae","SPECIES",NA,2021,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-81.588087,31.316745,"USA","Georgia",NA,4908317455,"Apiaceae","SPECIES",15,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.139961,34.185255,"USA","Georgia",NA,4908515915,"Apiaceae","SPECIES",15,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.574983,34.874159,"USA","Georgia",NA,4133620624,"Apiaceae","SPECIES",15,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-82.446174,32.764793,"USA","Georgia",NA,4923807275,"Apiaceae","VARIETY",29066,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.723423,33.113301,"USA","Georgia",NA,3859519041,"Apiaceae","SPECIES",394,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-82.186149,33.35301,"USA","Georgia",NA,4138375850,"Apiaceae","SPECIES",158,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-82.039726,33.466819,"USA","Georgia",NA,2234629530,"Apiaceae","SPECIES",1061,1947,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-81.905276,31.966014,"USA","Georgia",NA,2234630985,"Apiaceae","VARIETY",4622,1961,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-81.730385,30.99215,"USA","Georgia",NA,2234625750,"Apiaceae","VARIETY",923,1954,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-82.077095,30.740827,"USA","Georgia",NA,2234630518,"Apiaceae","VARIETY",20,2014,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-82.074764,33.438348,"USA","Georgia",NA,2234632029,"Apiaceae","SPECIES",566,1950,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-83.590717,31.500726,"USA","Georgia",NA,2234631936,"Apiaceae","VARIETY",630,1967,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-83.363002,30.648923,"USA","Georgia",NA,2234624964,"Apiaceae","VARIETY",1355,1965,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-82.140912,32.106357,"USA","Georgia",NA,2234632545,"Apiaceae","VARIETY",2120,1961,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-83.72817,31.65624,"USA","Georgia",NA,2234631865,"Apiaceae","VARIETY",2207,1964,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-84.251855,31.885932,"USA","Georgia",NA,2234631563,"Apiaceae","VARIETY",1270,1952,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-83.558175,31.593075,"USA","Georgia",NA,2234629344,"Apiaceae","VARIETY",720,1964,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-81.611856,31.396573,"USA","Georgia",NA,2234632966,"Apiaceae","VARIETY",6015,1966,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-81.949281,32.695216,"USA","Georgia",NA,2234631852,"Apiaceae","SPECIES",10689,1949,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-83.409322,30.959098,"USA","Georgia",NA,2234631207,"Apiaceae","VARIETY",2558,1967,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-81.240747,32.163129,"USA","Georgia",NA,2234624880,"Apiaceae","SPECIES",569,1958,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-82.039726,33.466819,"USA","Georgia",NA,2234630723,"Apiaceae","SPECIES",1085,1947,"PRESERVED_SPECIMEN","NCU",""
"Eryngium yuccifolium",-84.326944,33.988731,"USA","Georgia",NA,4145737573,"Apiaceae","SPECIES",243,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-83.268009,30.832576,"USA","Georgia",NA,4153035694,"Apiaceae","SPECIES",NA,1961,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-83.919197,30.864153,"USA","Georgia",NA,4153043112,"Apiaceae","VARIETY",NA,1987,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-83.22066,31.759907,"USA","Georgia",NA,4153072042,"Apiaceae","VARIETY",NA,1956,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-82.587821,32.825294,"USA","Georgia",NA,4153073849,"Apiaceae","VARIETY",NA,1959,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-84.141269,31.77933,"USA","Georgia",NA,4153079894,"Apiaceae","VARIETY",NA,1952,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-83.430497,31.154099,"USA","Georgia",NA,4153082580,"Apiaceae","VARIETY",NA,1977,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-84.234348,30.875156,"USA","Georgia",NA,4153083527,"Apiaceae","SPECIES",NA,1957,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-84.141269,31.77933,"USA","Georgia",NA,4153092750,"Apiaceae","VARIETY",NA,1952,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-83.919197,30.864153,"USA","Georgia",NA,4153095371,"Apiaceae","SPECIES",NA,1979,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-84.869079,30.938207,"USA","Georgia",NA,4153096998,"Apiaceae","VARIETY",NA,1957,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-84.323817,31.323043,"USA","Georgia",NA,4153108954,"Apiaceae","VARIETY",NA,1947,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-82.138265,30.782534,"USA","Georgia",NA,4153130793,"Apiaceae","SPECIES",NA,1967,"PRESERVED_SPECIMEN","FSU",""
"Eryngium yuccifolium",-83.919197,30.864153,"USA","Georgia",NA,4153041831,"Apiaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Eryngium yuccifolium",-84.234348,30.875156,"USA","Georgia",NA,4153044297,"Apiaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Eryngium yuccifolium",-83.919197,30.864153,"USA","Georgia",NA,4153048278,"Apiaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Eryngium yuccifolium",-84.400642,33.779067,"USA","Georgia",NA,3963388749,"Apiaceae","SPECIES",8,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-85.41492,34.1409,"USA","Georgia",NA,3707728524,"Apiaceae","VARIETY",NA,2012,"PRESERVED_SPECIMEN","MMNS",""
"Eryngium yuccifolium",-83.82685,31.46994,"USA","Georgia",NA,3707766888,"Apiaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MMNS",""
"Eryngium yuccifolium",-84,30.75,"USA","Georgia",NA,4061668346,"Apiaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","","Tropicos"
"Eryngium yuccifolium",-84,30.75,"USA","Georgia",NA,4061668344,"Apiaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","","Tropicos"
"Eryngium yuccifolium",-82.0167,33.4667,"USA","Georgia",NA,1990050741,"Apiaceae","SPECIES",4713,1936,"PRESERVED_SPECIMEN","TENN",""
"Eryngium yuccifolium",-83.597774,30.999913,"USA","Georgia",NA,1990051363,"Apiaceae","VARIETY",331,2002,"PRESERVED_SPECIMEN","TENN",""
"Eryngium yuccifolium",-83.663524,31.727041,"USA","Georgia",NA,1990050753,"Apiaceae","SPECIES",3069,1934,"PRESERVED_SPECIMEN","TENN",""
"Eryngium yuccifolium",-85.477678,34.786392,"USA","Georgia",NA,2901569754,"Apiaceae","SPECIES",4,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-82.401955,32.622072,"USA","Georgia",NA,4908040856,"Apiaceae","SPECIES",16,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.343956,33.416274,"USA","Georgia",NA,3889068314,"Apiaceae","SPECIES",16,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-81.483887,31.457778,"USA","Georgia",NA,4901936089,"Apiaceae","SPECIES",4,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.906723,31.324191,"USA","Georgia",NA,1990179384,"Apiaceae","VARIETY",NA,NA,"PRESERVED_SPECIMEN","NCSC",""
"Eryngium yuccifolium",-83.290588,34.553582,"USA","Georgia",NA,1990179366,"Apiaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","NCSC",""
"Eryngium yuccifolium",-81.085184,31.980404,"USA","Georgia",NA,1990179435,"Apiaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","NCSC",""
"Eryngium yuccifolium",-82.074998,33.361486,"USA","Georgia",NA,1990179341,"Apiaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","NCSC",""
