"species","decimalLongitude","decimalLatitude","countryCode","stateProvince","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","datasetName"
"Schizachyrium scoparium",-84.14575,33.806217,"USA","Georgia",NA,3709982935,"Poaceae","SPECIES",966,1894,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-82.959337,33.967522,"USA","Georgia",NA,4030702303,"Poaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.040144,34.352375,"USA","Georgia",NA,4030706306,"Poaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-82.645927,33.995372,"USA","Georgia",NA,4030704309,"Poaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.620784,33.564757,"USA","Georgia",NA,4030704310,"Poaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.840639,34.332033,"USA","Georgia",NA,3709965092,"Poaceae","SPECIES",3428,1955,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.025582,30.844349,"USA","Georgia",NA,3710036799,"Poaceae","SPECIES",8159,1985,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.029787,30.837596,"USA","Georgia",NA,3709926516,"Poaceae","SPECIES",3070,1985,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.75677,30.73584,"USA","Georgia",NA,4015887656,"Poaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-82.889704,34.12585,"USA","Georgia",NA,4030702304,"Poaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-82.885657,34.123732,"USA","Georgia",NA,4030705312,"Poaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.132627,34.248939,"USA","Georgia",NA,3709844691,"Poaceae","SPECIES",1011,1955,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.606072,33.526704,"USA","Georgia",NA,4030704305,"Poaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.392468,34.23295,"USA","Georgia",NA,4030702305,"Poaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.684958,33.797032,"USA","Georgia",NA,4030704311,"Poaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.589358,34.378159,"USA","Georgia",NA,4015892623,"Poaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.858833,33.066004,"USA","Georgia",NA,4030707305,"Poaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.806066,32.497752,"USA","Georgia",NA,4015893303,"Poaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-83.131066,33.588352,"USA","Georgia",NA,4030708303,"Poaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","GA",""
"Schizachyrium scoparium",-84.88,30.8,"USA","Georgia",NA,3744690810,"Poaceae","SUBSPECIES",NA,2002,"PRESERVED_SPECIMEN","UNA",""
"Schizachyrium scoparium",-83.713641,34.637102,"USA","Georgia",NA,2273367763,"Poaceae","SPECIES",424,1970,"PRESERVED_SPECIMEN","WCUH",""
"Schizachyrium scoparium",-84.606835,33.376982,"USA","Georgia",NA,3302351302,"Poaceae","SPECIES",100,2014,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-84.604005,33.388502,"USA","Georgia",NA,3058684305,"Poaceae","SPECIES",280,2014,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-85.162772,34.683545,"USA","Georgia",NA,3888741762,"Poaceae","SPECIES",4,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-83.269378,34.487933,"USA","Georgia",NA,3985834639,"Poaceae","SPECIES",28818,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-84.380718,33.865513,"USA","Georgia",NA,3947188739,"Poaceae","SPECIES",22,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-85.243597,34.936297,"USA","Georgia",NA,4039144719,"Poaceae","SPECIES",4,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-84.733855,33.531597,"USA","Georgia",NA,3457052974,"Poaceae","SPECIES",10,2021,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-85.248427,34.905867,"USA","Georgia",NA,3705495574,"Poaceae","SPECIES",NA,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-85.251488,34.92178,"USA","Georgia",NA,3466025382,"Poaceae","SPECIES",4,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-83.143814,34.182686,"USA","Georgia",NA,4453887407,"Poaceae","SPECIES",38,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-83.386383,33.903187,"USA","Georgia",NA,3902270049,"Poaceae","SPECIES",46,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-83.543524,31.825294,"USA","Georgia",NA,4901048432,"Poaceae","SPECIES",28,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-85.477037,34.833767,"USA","Georgia",NA,4431041346,"Poaceae","SPECIES",5,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-85.243058,34.906814,"USA","Georgia",NA,1270044732,"Poaceae","SPECIES",NA,2016,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-84.4012,33.779263,"USA","Georgia",NA,4946422002,"Poaceae","SPECIES",4,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-83.919197,30.864153,"USA","Georgia",NA,4153037737,"Poaceae","SPECIES",NA,1979,"PRESERVED_SPECIMEN","TTRS",""
"Schizachyrium scoparium",-84.579045,30.87862,"USA","Georgia",NA,4153042009,"Poaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Schizachyrium scoparium",-84.234348,30.875156,"USA","Georgia",NA,4153043458,"Poaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Schizachyrium scoparium",-84.444075,31.326018,"USA","Georgia",NA,4153047514,"Poaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Schizachyrium scoparium",-83.919197,30.864153,"USA","Georgia",NA,4153047552,"Poaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Schizachyrium scoparium",-84.234348,30.875156,"USA","Georgia",NA,4153048117,"Poaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Schizachyrium scoparium",-84.234348,30.875156,"USA","Georgia",NA,4153053514,"Poaceae","SPECIES",NA,NA,"PRESERVED_SPECIMEN","TTRS",""
"Schizachyrium scoparium",-84.234348,30.875156,"USA","Georgia",NA,4153054205,"Poaceae","SPECIES",NA,1979,"PRESERVED_SPECIMEN","TTRS",""
"Schizachyrium scoparium",-85.182983,34.951003,"USA","Georgia",NA,1989907944,"Poaceae","SPECIES",1116,1951,"PRESERVED_SPECIMEN","TENN",""
"Schizachyrium scoparium",-85.2463,34.3278,"USA","Georgia",NA,3499007121,"Poaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"USA","Georgia",NA,3499007127,"Poaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"USA","Georgia",NA,3499007185,"Poaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"USA","Georgia",NA,3499007198,"Poaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"USA","Georgia",NA,3499007232,"Poaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2639,34.3197,"USA","Georgia",NA,3499007250,"Poaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-84.149733,33.634333,"USA","Georgia",NA,4945841859,"Poaceae","SPECIES",4,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Schizachyrium scoparium",-84.170196,33.808161,"USA","Georgia",NA,3340055774,"Poaceae","SPECIES",1784,1894,"PRESERVED_SPECIMEN","TTC",""
