year,date,site,species,elevation,pair,plot,castilleja,total_cover,plant_cover,bare,no_plant,no_total,div,rich,even,Achillea.millefolium,Achnatherum.sp.,Agastache.urticifolia,Agoseris.glauca,Agoseris.sp.,Allium.geyeri,Amelanchier.alnifolia,Androsace.septentrionales,Anemone.multifida,Antennaria.parviflora,Antennaria.parvifolia,Aquilegia.coerulea,Arctostaphylos.uva.ursi,Artemisia.arbuscula,Artemisia.dracunculus,Artemisia.tridentada,Artemisia.tridentata,Asteraceae,Astragalus.alpinus,Astragalus.drummondii,Astragalus.miser,Balsamorhiza.sagittata,Berberis.repens,Boechera.consanguinea,Boechera.stricta,Botrychium.sp.,Bromus.frondosus,Bromus.inermis,Calochortus.gunnisonii,Campanula.petiolata,Carex.pityophila,Carex.sp.,Carex.sp...chalciolepis..ebenea..egglestonii..hoodii.,Carex.sp...obtusata..geyeri.,Chenopodium.atrovirens,Chrysothamnus.depresus,Chrysothamnus.vaseyi,Chrysothamnus.viscidiflorus,Cirsium.griseum,Collomia.linearis,Crepis.sp.,Cymopterus.lemmonii,Cyrtorhyncha.ranunculina,Dactylis.glomerata,Dactylus.glomeratus,Danthonia.parryi,Delphinium.barbeyi,Delphinium.nuttalianum,Delphinium.nuttallianum,Delphinum.nuttalliianum,Deschampsia.cespitosa,Draba.spectabilis,Elymus.elymoides,Elymus.glaucus,Elymus.lanceolatus,Elymus.trachycaulus,Eremegone.congesta,Eremogone.congesta,Erigeron.coulteri,Erigeron.eatonii,Erigeron.flagellaris,Erigeron.leiomerus,Erigeron.sp.,Erigeron.speciosus,Erigeron.subtrinervis,Eriogonum.racemosum,Eriogonum.umbellatum,Eriogonum.umbellatum.aureum,Eriogonum.umbellatum.majus,Festuca.rubra,Festuca.thurberi,Fragaria.virginiana,Frasera.speciosa,Galium.bifolium,Galium.boreale,Gayophytum.sp.,Gentiana.parryi,Helianthella.quinquenerva,Helianthella.quinquenervis,Heliomerus.multiflora,Heterotheca.sp.,Hydrophyllum.capitatum,Hymenoxys.hoopesii,Ipomopsis.aggregata,Ipomopsis.aggregatta,Juniperus.communis,Koeleria.macrantha,Lathyrus.lanszwertii,Linum.lewisii,Lomatium.dissectum,Lomatium.triternatum,Lupinus.argenteus,Lupinus.polyphyllus,Lupinus.sp.,Maianthemum.stellatum,Mertensia.brevistyla,Moehringia.sp.,Noccaea.fendleri,Oreochrysum.parryi,Paxistima.myrsinites,Pediocactus.simpsonii,Penstemon.caespitosus,Penstemon.strictus,Phacelia.sp.,Phleum.alpinum,Phlox.multiflora,Poa.alpina,Poa.compressa,Poa.fendleriana,Poa.pratensis,Poa.sp.,Polygonum.sp.,Populus.balsamifera,Populus.tremuloides,Potentilla.glaucophylla,Potentilla.hippiana,Potentilla.pulcherrima,Pulsatilla.nuttalliana,Pyrrocoma.crocea,Rosa.woodsii,Sedum.lanceolatum,Senecio.crassulus,Senecio.integerrimus,Senecio.pudicus,Sibbaldia.procumbens,Silene.drummondii,Solidago.multiradiata,Solidago.multiradiata.1,Stipeae,Symphoricarpos.rotundifolius,Taraxacum.officianale,Taraxacum.officinale,Thalictrum.fendleri,Trisetum.canescens,Trisetum.spicatum,Valeriana.edulis,Valeriana.occidentalis,Vicia.americana,Viola.adunca,Viola.praemorsa,Wyethia.amplexicaulis,Wyethia.x.magna
2024,22-Jul,Copper Creek,C. septentrionalis,3090,55,109,Castilleja,1.04,0.64,0.4,0.55,0.95,1.842999478,9,0.83878521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0
2024,22-Jul,Copper Creek,C. septentrionalis,3090,55,110,Control,1.14,0.69,0.45,0.69,1.14,1.998772679,10,0.868055945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0
2024,22-Jul,Copper Creek,C. septentrionalis,3090,56,111,Castilleja,1.09,0.74,0.35,0.71,1.06,2.36268334,13,0.921142296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.07,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.02,0,0,0
2024,22-Jul,Copper Creek,C. septentrionalis,3090,56,112,Control,1.17,0.82,0.35,0.82,1.17,2.213620491,13,0.863026977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0
2024,7/23/24,Copper Creek,C. septentrionalis,3090,57,113,Castilleja,1.23,0.98,0.25,0.85,1.1,2.100922575,11,0.876152765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.11,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.19,0,0,0,0,0,0,0,0,0
2024,7/23/24,Copper Creek,C. septentrionalis,3090,57,114,Control,1.12,0.57,0.55,0.57,1.12,2.345136748,12,0.943752454,0,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.08,0.05,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.08,0,0,0,0,0,0,0,0,0
2024,7/23/24,Copper Creek,C. septentrionalis,3090,58,115,Castilleja,1.105,0.855,0.25,0.735,0.985,2.136678343,12,0.85986262,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0.05,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.12,0,0,0,0,0,0,0,0,0
2024,7/23/24,Copper Creek,C. septentrionalis,3090,58,116,Control,1.08,0.68,0.4,0.68,1.08,2.073147441,12,0.834295904,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.13,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.19,0.04,0,0,0,0,0,0,0,0,0
2024,7/23/24,Copper Creek,C. septentrionalis,3090,59,117,Castilleja,1.03,0.43,0.6,0.36,0.96,2.055050887,10,0.89249726,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0
2024,7/23/24,Copper Creek,C. septentrionalis,3090,59,118,Control,1.095,0.395,0.7,0.395,1.095,2.08366989,10,0.904926335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.04,0,0,0
2024,7/23/24,Copper Creek,C. septentrionalis,3090,60,119,Castilleja,1.02,0.77,0.25,0.69,0.94,2.389692211,13,0.931672278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.06,0.09,0,0,0,0,0,0,0,0,0
2024,7/23/24,Copper Creek,C. septentrionalis,3090,60,120,Control,1.005,0.505,0.5,0.505,1.005,1.953037773,11,0.814480013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0
2023,7/31/23,Emerald Lake,C. septentrionalis,"3,191",61,121,Castilleja,1.05,0.85,0.2,0.83,1.03,1.835657678,7,0.943341438,0.04,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0
2023,7/31/23,Emerald Lake,C. septentrionalis,"3,191",61,122,Control,1.02,0.87,0.15,0.87,1.02,1.990498174,10,0.864462373,0.08,0,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0
2023,7/31/23,Emerald Lake,C. septentrionalis,"3,191",62,123,Castilleja,1.26,0.71,0.55,0.67,1.22,2.323650079,12,0.935105582,0.05,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.04,0,0,0.05,0,0,0,0,0,0,0,0,0,0.03,0.05,0,0,0,0,0,0,0,0,0
2023,7/31/23,Emerald Lake,C. septentrionalis,"3,191",62,124,Control,1.165,0.665,0.5,0.665,1.165,2.07465494,12,0.834902567,0.03,0,0,0,0.02,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.05,0,0,0.03,0,0,0,0,0,0,0,0,0,0.05,0.03,0,0,0,0,0,0,0,0,0
2023,7/31/23,Emerald Lake,C. septentrionalis,"3,191",63,125,Castilleja,1.225,0.625,0.6,0.605,1.205,2.053020368,11,0.856175994,0.08,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0
2023,7/31/23,Emerald Lake,C. septentrionalis,"3,191",63,126,Control,1.365,0.665,0.7,0.665,1.365,2.219503666,12,0.893193982,0.04,0,0,0,0.01,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.12,0,0.1,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
2023,7/31/23,Emerald Lake,C. septentrionalis,"3,191",64,127,Castilleja,1.11,0.76,0.35,0.68,1.03,2.049841924,11,0.85485048,0.05,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/31/23,Emerald Lake,C. septentrionalis,"3,191",64,128,Control,1.05,0.75,0.3,0.75,1.05,2.019782589,10,0.877180433,0.03,0,0,0,0.03,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",65,129,Castilleja,1.15,0.75,0.4,0.74,1.14,2.006314193,10,0.871331183,0.06,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",65,130,Control,1.28,0.88,0.4,0.88,1.28,2.12359812,11,0.885609202,0.08,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.1,0.22,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",66,131,Castilleja,1.07,0.72,0.35,0.68,1.03,2.354453662,13,0.917933781,0.08,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",66,132,Control,1.035,0.535,0.5,0.535,1.035,2.062479801,11,0.860120884,0.15,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0,0.06,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",67,133,Castilleja,1.01,0.51,0.5,0.46,0.96,2.054356304,10,0.892195607,0.04,0,0,0,0.04,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",67,134,Control,1.08,0.53,0.55,0.53,1.08,1.673670623,9,0.761720327,0.08,0,0,0,0.02,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",68,135,Castilleja,1.05,0.75,0.3,0.74,1.04,2.16443216,12,0.871031578,0.06,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",68,136,Control,1.175,0.625,0.55,0.625,1.175,1.885535941,9,0.858144388,0,0,0,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",69,137,Castilleja,1.17,0.62,0.55,0.54,1.09,2.086181681,10,0.906017192,0,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.12,0,0.08,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",69,138,Control,1.07,0.47,0.6,0.47,1.07,1.847060796,8,0.888248483,0.03,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",70,139,Castilleja,1.01,0.66,0.35,0.62,0.97,1.854934742,8,0.892035051,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8/1/23,Emerald Lake,C. septentrionalis,"3,191",70,140,Control,1.2,0.7,0.5,0.7,1.2,1.4885975,7,0.764987788,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
